hr,proper,dist,mag,absmag,spect,ci,rarad,decrad,con
192,N/A,93.0233,5.640,0.797,A2IV,"rgb(220, 206, 0)",0.19919315865152806,1.3087887726726375,Cas
206,N/A,89.0472,6.470,1.722,F0IV,"rgb(245, 221, 0)",0.19938256775121246,-0.28665671249666247,Cet
209,N/A,15.1584,5.800,4.897,G5IV,"rgb(255, 219, 230)",0.19966139580340905,-0.829938707875,Phe
205,N/A,131.0616,6.030,0.443,B9.5IIIMNp.,"rgb(197, 192, 0)",0.20149893230991595,0.7829808305593488,And
210,N/A,93.2836,5.490,0.641,G8/K0III,"rgb(255, 209, 199)",0.20156692791478617,-0.39308474565965623,Cet
204,N/A,161.8123,6.510,0.465,A2III,"rgb(231, 213, 0)",0.20180722884879093,0.9652609841951587,Cas
211,N/A,238.0952,5.360,-1.524,M4III,"rgb(255, 191, 157)",0.2031096946957469,0.27009850513467126,Psc
200,N/A,40.7498,6.390,3.339,F3V,"rgb(255, 226, 252)",0.2035001268251515,1.2099566314685226,Cas
207,N/A,934.5794,6.410,-3.443,G0Ib,"rgb(255, 206, 190)",0.20380083113914937,1.03977185566935,Cas
213,N/A,86.8056,5.510,0.817,G8II,"rgb(255, 209, 198)",0.20518219953303712,0.208983093167565,Psc
214,N/A,100.6036,6.110,1.097,F0Vn,"rgb(240, 218, 0)",0.20606688388398198,0.34171281952517124,Psc
215,N/A,58.0046,4.080,0.263,K1II,"rgb(255, 205, 189)",0.20655470770222276,0.4235421551281737,And
216,N/A,141.2429,5.980,0.230,G8III,"rgb(255, 210, 202)",0.20679473771366144,0.11765188375852376,Psc
218,N/A,108.9325,5.700,0.514,K3III,"rgb(255, 199, 174)",0.20821918627172695,-0.3152298327108225,Cet
208,N/A,236.4066,5.420,-1.448,B8III,"rgb(196, 191, 0)",0.20842347059059163,1.306336583018095,Cas
217,N/A,57.0451,6.510,2.729,F8V,"rgb(255, 223, 242)",0.2090629402094355,0.3652161814105075,Psc
220,N/A,105.1525,5.570,0.461,B9V,"rgb(198, 193, 0)",0.20951698910571423,-0.37912900970525376,Cet
212,N/A,61.2370,5.860,1.925,K0IV,"rgb(255, 208, 196)",0.21009062413825735,1.2684089866972124,Cas
221,N/A,177.6199,5.920,-0.327,G8III,"rgb(255, 205, 188)",0.2107055676298026,0.1274077786562775,Psc
222,96 G. Psc,7.4549,5.740,6.378,K2V,"rgb(255, 212, 206)",0.21111031896421073,0.09216411608150625,Psc
236,N/A,64.9351,5.090,1.028,K5III,"rgb(255, 197, 170)",0.21199905292765883,-1.307660671349205,Hyi
224,N/A,95.4198,4.440,-0.458,K5III,"rgb(255, 193, 160)",0.21241702989832262,0.13238460457798126,Psc
223,N/A,126.2626,4.900,-0.606,B9III,"rgb(192, 188, 0)",0.21307640951384663,0.8895623384238488,Cas
229,N/A,129.5337,6.280,0.718,G8III,"rgb(255, 211, 206)",0.21356507503215919,-0.8150277032148976,Phe
225,N/A,23.4522,5.070,3.219,F8V...,"rgb(255, 224, 244)",0.21370890015861088,0.29567001015931876,Psc
219,N/A,5.9531,3.460,4.586,G0V SB,"rgb(255, 221, 235)",0.2142198755075235,1.0090653769770737,Cas
228,N/A,57.9039,5.900,2.086,K0III,"rgb(255, 210, 201)",0.21481684137013535,-0.421264391151765,Cet
227,N/A,85.1064,5.590,0.940,K3III,"rgb(255, 198, 172)",0.215665531806503,-0.2366888864352825,Cet
232,N/A,234.1920,6.270,-0.578,A3IV,"rgb(225, 210, 0)",0.21623397234033614,-0.40774632853256626,Cet
226,N/A,189.3939,4.530,-1.857,B5V SB,"rgb(185, 183, 0)",0.21735479311274905,0.7169622462973962,And
230,N/A,88.5740,5.550,0.813,F5III+...,"rgb(254, 227, 0)",0.2176686821303926,0.4836357313037937,Psc
239,N/A,108.5776,6.490,1.311,A9/F0III,"rgb(242, 219, 0)",0.21843988871667636,-0.7573842505143887,Phe
235,N/A,15.7530,5.170,4.183,F7IV-V,"rgb(255, 223, 242)",0.2187183562296591,-0.18577852869824624,Cet
234,N/A,100.3009,6.130,1.123,A0p...,"rgb(216, 204, 0)",0.21949326781508477,0.785437564978895,And
242,N/A,74.2390,5.240,0.887,F2III,"rgb(250, 224, 0)",0.2211597441112021,-0.8898878070451287,Phe
233,N/A,196.0784,5.350,-1.112,A4V comp SB,"rgb(255, 223, 241)",0.22133607975898126,1.1213312748876263,Cas
238,N/A,67.2948,6.380,2.240,F2IV,"rgb(244, 221, 0)",0.2223365268525568,0.8989847572136137,Cas
237,N/A,100000.0000,6.040,-13.960,K5Ib,"rgb(255, 36, 46)",0.22372097788497,1.0787093586723686,Cas
243,N/A,137.9310,6.390,0.692,K0III,"rgb(255, 206, 191)",0.2238620397810907,0.0590797433150225,Psc
241,N/A,306.7485,6.220,-1.214,B9.5V,"rgb(215, 203, 0)",0.22498668625216944,0.9000911930636838,Cas
245,N/A,95.6023,6.890,1.988,F2/F3V,"rgb(250, 224, 0)",0.2263228889380586,-0.7628664844647837,Phe
252,N/A,63.2911,6.670,2.663,F7IV/V,"rgb(255, 223, 242)",0.22867561662476074,-1.2130695195478336,Tuc
247,N/A,171.2329,5.470,-0.698,K1III,"rgb(255, 200, 175)",0.22984696715907388,-0.41898101749621125,Cet
246,N/A,184.8429,6.700,0.366,A2V,"rgb(214, 203, 0)",0.23077437510169435,0.672804027424855,And
248,N/A,179.8561,4.780,-1.495,M0III,"rgb(255, 191, 158)",0.23129206931356885,-0.019971107041295,Cet
244,N/A,18.7441,4.800,3.436,F8V,"rgb(255, 222, 240)",0.23156442126906202,1.0668145247255576,Cas
251,N/A,73.5835,6.440,2.106,F3V,"rgb(255, 225, 250)",0.23216184859087963,-0.4324380602731812,Cet
249,N/A,107.8749,6.070,0.905,K3III:,"rgb(255, 204, 185)",0.2333084642384668,0.6530709530746437,And
257,N/A,218.3406,5.730,-0.966,M4III,"rgb(255, 190, 156)",0.23400662998548435,-1.0973120904262301,Tuc
250,N/A,88.4173,6.270,1.537,A5m,"rgb(232, 213, 0)",0.2347155762255941,0.9196016488822263,Cas
255,N/A,131.4060,6.150,0.557,G5IV,"rgb(255, 211, 204)",0.23689883031192588,-0.152553323219465,Cet
254,N/A,108.1081,5.800,0.631,A1Vn,"rgb(205, 199, 0)",0.2381811867542274,0.33490106178099505,Psc
240,N/A,87.7193,5.590,0.875,A4V,"rgb(223, 208, 0)",0.239459154114217,1.4609703566689811,Cep
258,N/A,37.9795,5.460,2.562,K1IV,"rgb(255, 208, 196)",0.2398445862492675,0.41239224444184375,And
253,N/A,100.7049,4.830,-0.185,K2III,"rgb(255, 201, 180)",0.23999543934060716,1.0292677418814975,Cas
270,N/A,68.0272,5.450,1.287,G7III,"rgb(255, 205, 189)",0.2400048769758806,-1.2134765379588874,Tuc
256,N/A,207.4689,6.280,-0.305,M2.5IIIa,"rgb(255, 3, 134)",0.2403616876776574,0.8496004496109663,Cas
259,N/A,173.9130,6.190,-0.012,M4III,"rgb(255, 191, 158)",0.2410496913223426,0.42860158455797376,Psc
263,N/A,184.5018,5.880,-0.450,K5III,"rgb(255, 192, 160)",0.24306619747583263,-0.12823193831804625,Cet
268,N/A,292.3977,6.110,-1.220,M1/M2III,"rgb(255, 2, 136)",0.24402145502786826,-0.4847798503480988,Scl
262,N/A,77.7605,6.080,1.626,A5IV,"rgb(226, 210, 0)",0.24423778709081465,0.4748932834510738,Psc
267,N/A,168.9189,5.350,-0.788,K4III,"rgb(255, 193, 160)",0.24445447853613106,-0.19663797879378125,Cet
260,N/A,198.8072,6.200,-0.292,K3III,"rgb(255, 197, 168)",0.24528792947867256,1.01223087607876,Cas
265,N/A,61.2745,4.620,0.684,G8III-IV,"rgb(255, 209, 200)",0.2472518134940012,1.0329042740471412,Cas
264,Cih,168.3502,2.150,-3.981,B0IV:evar,"rgb(200, 194, 0)",0.2474379511037043,1.0597070289510324,Cas
269,N/A,39.7772,3.860,0.862,A5V,"rgb(225, 209, 0)",0.2476321701104851,0.6719403219484738,And
266,N/A,165.0165,5.560,-0.528,B8V,"rgb(198, 193, 0)",0.24776089906816323,1.053530233650895,Cas
261,N/A,64.8929,6.390,2.329,F0m,"rgb(252, 225, 0)",0.24834914288461998,1.2003616571370437,Cas
271,N/A,70.4225,4.400,0.161,G8III-IV,"rgb(255, 210, 202)",0.24961133334526506,0.40871506007966624,And
272,N/A,134.0483,6.100,0.464,K2III,"rgb(255, 207, 194)",0.2515922952384668,0.8000480857474638,And
274,N/A,198.8072,5.440,-1.052,G6III,"rgb(255, 206, 190)",0.2523565329839204,0.5060096383873075,Psc
276,N/A,148.5884,6.300,0.440,G8III,"rgb(255, 211, 206)",0.2526736317454536,0.239037938653905,Psc
275,N/A,56.3698,5.990,2.235,K0,"rgb(255, 208, 197)",0.25410647834719596,0.5925547186127874,And
277,N/A,129.7017,6.470,0.905,A2V,"rgb(221, 207, 0)",0.2544466346354485,0.37357890895002627,Psc
281,N/A,171.2329,6.230,0.062,Am,"rgb(222, 207, 0)",0.2546873853566077,-1.059349212313479,Tuc
273,N/A,107.4114,5.970,0.815,A0III,"rgb(207, 200, 0)",0.25532888877679977,1.158057256464415,Cas
280,N/A,238.0952,4.300,-2.584,B7IIIp,"rgb(182, 181, 0)",0.25571683893166175,-0.5123841447464662,Scl
279,N/A,98.0392,5.620,0.663,G7III,"rgb(255, 210, 201)",0.25626292331310585,-0.1986180401663725,Cet
284,N/A,332.2259,6.140,-1.467,M2III,"rgb(255, 1, 141)",0.26104936981763677,0.11315362559187375,Psc
282,N/A,119.0476,5.690,0.311,B9.5Vn,"rgb(207, 200, 0)",0.2620579674400206,0.7803933062889951,And
278,N/A,109.4092,6.400,1.205,A4IV,"rgb(226, 210, 0)",0.2640473858573897,1.238886859262221,Cas
288,N/A,157.4803,5.590,-0.396,K1III,"rgb(255, 202, 182)",0.2674909403717783,-0.6792215343338462,Scl
295,N/A,120.6273,6.120,0.713,G8III,"rgb(255, 210, 202)",0.27065821704093296,-0.9948793697776163,Phe
287,N/A,226.2443,6.480,-0.293,A3V,"rgb(224, 209, 0)",0.27186894567939635,0.8907276992528137,Cas
293,N/A,71.2251,5.500,1.237,A1/A2IV,"rgb(220, 206, 0)",0.27244771211696095,-0.5506863740767475,Scl
304,N/A,265.9574,6.250,-0.874,M2III,"rgb(255, 0, 146)",0.27364578385281085,-1.1424244908899988,Tuc
291,N/A,132.9787,5.500,-0.119,B9.5V,"rgb(200, 195, 0)",0.2740963678011902,0.5550891022440351,Psc
299,N/A,73.0994,5.390,1.070,G8III,"rgb(255, 211, 205)",0.27410326224915454,-0.8097858460636838,Phe
290,N/A,107.2961,5.950,0.797,A5m,"rgb(229, 211, 0)",0.27447236553649806,0.7216091249607175,And
294,N/A,55.7414,4.270,0.539,K0III,"rgb(255, 210, 201)",0.2746427451241538,0.137708841860575,Psc
289,N/A,96.0615,6.460,1.547,A9V,"rgb(238, 217, 0)",0.2750001012504475,0.8268699407440849,And
296,N/A,102.2495,5.400,0.352,K0III-IV,"rgb(255, 205, 188)",0.27507380559888545,-0.0844146045653825,Cet
300,N/A,130.0390,6.280,0.710,G8IIICN...,"rgb(255, 210, 203)",0.2761768533735793,-0.5153232628424887,Scl
292,N/A,613.4969,5.920,-3.019,F0II,"rgb(255, 223, 243)",0.2775805576713566,1.065956743433265,Cas
301,N/A,60.1323,6.060,2.164,F1V,"rgb(241, 218, 0)",0.2784547802029427,0.0238559668814975,Cet
298,N/A,326.7974,5.990,-1.581,K2,"rgb(255, 194, 164)",0.27942640608652375,0.9163355700343463,Cas
297,N/A,80.7754,5.830,1.294,F6V,"rgb(255, 221, 237)",0.2806709232432037,1.0747769612269549,Cas
303,N/A,44.2870,6.200,2.969,F7IV-V,"rgb(255, 225, 250)",0.28126122104386886,0.5176438224268449,Psc
305,N/A,78.9889,6.770,2.282,F0Vn,"rgb(247, 222, 0)",0.2819030606102451,0.6979765422179075,And
302,N/A,403.2258,6.530,-1.498,B3V,"rgb(194, 189, 0)",0.2826556312559183,0.8902886256569238,Cas
307,N/A,199.6008,6.030,-0.471,K5III,"rgb(255, 192, 160)",0.2830805726084102,0.09872038911027875,Psc
308,N/A,54.5852,5.640,1.955,F4II-III,"rgb(255, 226, 252)",0.2840054664031075,0.2608592393224312,Psc
315,N/A,92.9368,6.090,1.249,K0III,"rgb(255, 208, 196)",0.28629820000191397,-0.17417203750178498,Cet
310,N/A,84.3170,5.330,0.700,A1Vn,"rgb(211, 201, 0)",0.28659421825902925,0.3747777155284588,Psc
311,N/A,85.9107,5.550,0.880,A0Vn,"rgb(199, 194, 0)",0.2866491987751568,0.37464264622028876,Psc
313,N/A,40.6339,6.350,3.306,F4V...,"rgb(253, 226, 0)",0.2871960384490653,0.08566725284804375,Psc
314,N/A,42.9553,7.260,4.095,F6V,"rgb(255, 224, 245)",0.28735669949776704,0.08568536123433626,Psc
322,N/A,100000.0000,3.320,-16.680,G8IIIvar,"rgb(255, 212, 207)",0.2883477037288151,-0.8153901374901737,Phe
317,N/A,180.8318,5.580,-0.706,A1V,"rgb(212, 202, 0)",0.28835370420868456,-0.17172912513915625,Cet
320,N/A,117.3709,6.120,0.772,K1III,"rgb(255, 206, 190)",0.2885397104582851,-0.41874725892800624,Cet
309,N/A,64.9351,6.520,2.458,A5Vn,"rgb(234, 215, 0)",0.28963350508215385,1.0953928806132476,Cas
323,N/A,151.5152,6.610,0.708,A1V,"rgb(226, 210, 0)",0.28991153573194295,-0.62239601585619,Scl
319,N/A,133.3333,6.140,0.515,G8III,"rgb(255, 209, 200)",0.2904247177156714,0.22612554631128,Psc
316,N/A,99.1080,6.410,1.429,K2III...,"rgb(255, 202, 182)",0.29235197547146274,0.9937027267548538,Cas
318,N/A,512.8205,6.310,-2.240,K0,"rgb(255, 193, 160)",0.29302997452453433,0.9337194721616274,Cas
325,N/A,68.7758,6.360,2.173,A3III,"rgb(237, 216, 0)",0.2932821538339083,-0.41881502887300126,Cet
332,N/A,93.2836,5.360,0.511,G5III,"rgb(255, 212, 207)",0.2936964182601302,-1.0781821928142488,Tuc
329,N/A,47.1476,5.710,2.343,F7IV,"rgb(255, 225, 250)",0.29570293345520815,-0.170790072263865,Cet
331,N/A,56.9476,5.210,1.433,A3V,"rgb(228, 211, 0)",0.29582212716309375,-0.7240832809936112,Phe
328,N/A,47.3037,5.560,2.186,A3V,"rgb(224, 209, 0)",0.29649942804286383,0.3619657978370837,Psc
324,N/A,58.9623,5.040,1.187,A3m,"rgb(223, 208, 0)",0.29676505211587695,0.766934184732205,And
327,N/A,41.3907,6.230,3.145,F5IV,"rgb(254, 227, 0)",0.29680219262205076,0.5587170651689399,Psc
321,N/A,7.5540,5.170,5.779,G5Vp,"rgb(255, 217, 223)",0.29779075758043,0.9585407670521963,Cas
330,N/A,35.2113,5.510,2.777,F0III-IV,"rgb(247, 222, 0)",0.2983203305746531,0.09860794471610874,Psc
338,N/A,91.5751,3.940,-0.869,B6V + B0V,"rgb(187, 184, 0)",0.2983838460567415,-0.9642204110904488,Phe
326,N/A,184.8429,5.770,-0.564,B8V,"rgb(205, 198, 0)",0.2991390845235294,1.0168890214013686,Cas
334,N/A,37.9939,3.460,0.561,K2III,"rgb(255, 203, 184)",0.29927957191853505,-0.177714035124185,Cet
285,N/A,85.9107,4.240,-0.430,K2II-III,"rgb(255, 202, 180)",0.2999207391189709,1.5054702290952027,Cep
312,N/A,135.3180,6.240,0.583,K0,"rgb(255, 211, 203)",0.3019619472155274,1.3964654988489724,Cep
335,N/A,219.7802,4.260,-2.450,B7III,"rgb(212, 202, 0)",0.3032600026247607,0.8245248216760163,And
337,Mirach,60.5327,2.070,-1.840,M0IIIvar,"rgb(255, 190, 156)",0.30426179273798976,0.6216960120690613,And
339,N/A,115.4734,5.570,0.258,G0III,"rgb(255, 218, 224)",0.30464737174143375,0.3431039462139737,Psc
350,N/A,125.6281,6.410,0.915,G6II/III,"rgb(255, 212, 206)",0.3059689536753764,-1.0069575639839312,Phe
344,N/A,165.0165,6.070,-0.018,M0III,"rgb(255, 192, 159)",0.3062646138166318,0.2735613642564612,Psc
346,N/A,118.6240,6.400,1.029,K0III,"rgb(255, 207, 194)",0.3063014426961139,-0.1554413829109175,Cet
340,N/A,52.2739,5.670,2.079,F8V,"rgb(255, 220, 233)",0.3067974578982887,0.73446028982448,And
341,N/A,120.7729,5.810,0.400,K5III,"rgb(255, 194, 162)",0.3068471428698954,0.44432179058884125,Psc
347,N/A,235.2941,5.970,-0.888,K4III,"rgb(255, 193, 161)",0.30787260535979766,0.042684987806125,Cet
336,N/A,84.8896,5.320,0.676,A0Vnn,"rgb(206, 199, 0)",0.308289581771408,1.2004133862655089,Cas
343,N/A,40.9500,4.340,1.279,A7Vvar,"rgb(230, 212, 0)",0.31023684449167516,0.9625473465740563,Cas
349,N/A,147.2754,5.150,-0.691,F0V,"rgb(239, 218, 0)",0.3102881369355857,0.548465114097215,Psc
348,N/A,242.1308,5.800,-1.120,B7III-IV,"rgb(191, 188, 0)",0.31054351677459785,0.65841012174847,And
342,N/A,124.0695,5.560,0.092,B9.5V,"rgb(199, 193, 0)",0.31165329272380715,1.1205481002709,Cas
351,N/A,117.6471,4.660,-0.693,K0III,"rgb(255, 207, 195)",0.311775322267069,0.36712389945637375,Psc
352,N/A,51.7598,4.510,0.940,K0III-IV...,"rgb(255, 205, 189)",0.31267791947072876,0.5251632565387813,Psc
345,N/A,119.0476,5.570,0.191,B9IV,"rgb(195, 191, 0)",0.3128053777455496,1.1347930719181387,Cas
353,N/A,171.8213,5.930,-0.245,K4III,"rgb(255, 196, 166)",0.31295998978217465,-0.0392887371747825,Cet
333,N/A,82.8500,5.600,1.009,A3V,"rgb(212, 202, 0)",0.31536392822331316,1.3905729797119288,Cep
358,N/A,77.9423,6.540,2.081,F5IV,"rgb(255, 225, 247)",0.31585467362421876,-0.5375985496423988,Scl
355,N/A,193.7984,6.130,-0.307,M1III,"rgb(255, 1, 142)",0.3166372963813651,0.7912891877240775,And
359,N/A,69.3963,5.950,1.743,A9IV: (+F/G),"rgb(242, 219, 0)",0.3174622280623253,-0.66072019487602,Scl
356,N/A,116.0093,6.240,0.918,G1V...,"rgb(255, 209, 198)",0.31848418417579144,0.5247197875227075,Psc
354,N/A,201.6129,6.400,-0.123,B9V,"rgb(213, 202, 0)",0.31923775500210594,1.076976152625405,Cas
361,N/A,53.3049,5.210,1.576,A7IV,"rgb(246, 222, 0)",0.3217139943867739,0.13221486453302125,Psc
360,N/A,136.7989,4.670,-1.010,K0III...,"rgb(255, 207, 193)",0.32179115618584114,0.42906673612535495,Psc
362,N/A,93.9850,6.440,1.575,F7V,"rgb(255, 224, 245)",0.3218143416812483,0.132265609537415,Psc
363,N/A,408.1633,6.330,-1.724,M2S SB,"rgb(255, 3, 133)",0.3232423940806859,0.4979350151638175,Psc
364,N/A,139.4700,5.970,0.248,B8III,"rgb(193, 189, 0)",0.3234408053355823,0.28158232041306624,Psc
366,N/A,23.3863,5.140,3.295,F5V,"rgb(255, 225, 249)",0.324634083229439,-0.13827939472412748,Cet
367,N/A,159.2357,6.040,0.030,G6III:,"rgb(255, 206, 190)",0.3259687342232962,0.12208815646907749,Psc
368,N/A,42.9185,5.700,2.537,F5V,"rgb(255, 226, 251)",0.32646179977158296,-0.016995924565072502,Cet
370,N/A,15.1149,4.970,4.073,F8V,"rgb(255, 221, 236)",0.3280459256128029,-0.7946774539363888,Phe
377,N/A,20.9556,4.250,2.643,F6IV,"rgb(255, 224, 246)",0.33057518677831865,-1.2021117062668614,Tuc
365,N/A,847.4576,5.870,-3.771,K1V,"rgb(255, 74, 0)",0.33247800755029666,1.2521662679429912,Cas
306,N/A,106.9519,6.200,1.054,K2III:,"rgb(255, 205, 187)",0.3325313036356405,1.5209758342433977,Cep
371,N/A,106.7236,6.040,0.899,K1III,"rgb(255, 203, 184)",0.33298836352088146,0.5779608955032463,Psc
369,N/A,374.5318,6.610,-1.257,B9IIIsp...,"rgb(201, 195, 0)",0.33339353597487564,0.8391934937099162,And
357,N/A,72.6216,6.270,1.965,F5Vs,"rgb(255, 225, 250)",0.3338676767530304,1.3946928268506211,Cep
373,N/A,80.5802,5.420,0.889,G5III-IVe,"rgb(255, 212, 206)",0.33425149757915296,-0.04363965783554501,Cet
380,N/A,94.2507,6.230,1.359,A0V,"rgb(217, 204, 0)",0.33624583202029146,-1.1588611699852012,Tuc
372,N/A,214.1328,6.110,-0.543,K5,"rgb(255, 190, 154)",0.3363439204490653,0.783687603577335,And
374,N/A,85.1064,6.360,1.710,K0,"rgb(255, 204, 186)",0.3377297407724919,0.5540480888383725,Psc
378,N/A,75.3012,5.130,0.746,A3V,"rgb(219, 206, 0)",0.33946332766248677,0.06308433203782501,Psc
376,N/A,662.2517,6.290,-2.815,K0,"rgb(255, 197, 170)",0.34107706776427715,0.827629999134125,And
379,N/A,128.5347,6.440,0.895,A5m,"rgb(236, 216, 0)",0.3437579092082216,0.6525135889436287,And
383,N/A,94.4287,4.740,-0.136,A3V,"rgb(215, 203, 0)",0.3467382468595746,0.47584758906569624,Psc
385,N/A,100.7049,5.870,0.855,A7V...,"rgb(255, 219, 230)",0.34821465395340423,-0.0088842260788425,Cet
382,N/A,100000.0000,4.950,-15.050,F0Ia,"rgb(255, 218, 225)",0.3494234164282319,1.0163333350975838,Cas
375,N/A,126.4223,6.310,0.801,G5III...,"rgb(255, 211, 204)",0.3504795859047025,1.3538638094244912,Cas
388,N/A,112.2334,6.160,0.909,K1III,"rgb(255, 205, 188)",0.3510881160327011,-0.19615754404148625,Cet
387,N/A,137.1742,6.260,0.574,K1III,"rgb(255, 208, 196)",0.35157999412708973,-0.05667066274042875,Cet
384,N/A,78.1250,6.330,1.866,A2Vnn,"rgb(223, 208, 0)",0.3538087996970398,1.1284972718292337,Cas
389,N/A,107.4114,5.230,0.075,K5III,"rgb(255, 196, 167)",0.35396517627675184,0.5015763333501975,Psc
381,N/A,76.0456,6.370,1.965,F0IVn,"rgb(242, 219, 0)",0.35771823827821975,1.3306181495287364,Cas
390,N/A,65.7462,4.870,0.781,K0III-IV,"rgb(255, 206, 190)",0.35927688338675695,0.7946270763370474,And
394,N/A,61.5006,6.350,2.406,F5/F6V,"rgb(255, 224, 245)",0.3600092677536684,-0.33302989725674376,Cet
393,N/A,137.3626,6.500,0.811,K0III:,"rgb(255, 206, 190)",0.3603254066254947,-0.007848273933297501,Cet
392,N/A,212.3142,6.210,-0.425,M0III,"rgb(255, 193, 161)",0.3604797904673468,0.0301301833787975,Cet
391,N/A,58.8235,6.360,2.512,F4V,"rgb(255, 225, 248)",0.3637083936275216,1.0147866762458564,Cas
397,N/A,306.7485,5.970,-1.464,K5,"rgb(255, 2, 135)",0.36397017486550853,0.35725087248286996,Psc
400,N/A,299.4012,5.840,-1.541,M0III,"rgb(255, 0, 150)",0.3644072210472338,-0.5401029111634538,Scl
396,N/A,56.6572,6.280,2.514,G8IV,"rgb(255, 213, 212)",0.3648790503240195,0.5977034846117087,And
395,N/A,63.8570,5.600,1.574,A1m,"rgb(241, 219, 0)",0.36510858778128263,0.6582499248476975,And
386,N/A,100000.0000,6.070,-13.930,A0Iab,"rgb(253, 226, 0)",0.36556017501306465,1.3740288844446764,Cep
402,N/A,34.8918,3.600,0.886,K0III,"rgb(255, 206, 191)",0.36662135102657534,-0.1428247700972425,Cet
401,N/A,67.5219,6.210,2.063,F0V,"rgb(237, 216, 0)",0.3667037197859575,-0.13975577237077,Cet
404,N/A,46.6418,5.920,2.576,F4V,"rgb(255, 226, 254)",0.36801016317816837,-0.120683514803475,Cet
405,N/A,118.6240,6.170,0.799,G8III/IV,"rgb(255, 210, 203)",0.3694230865453678,-0.2733267294839675,Cet
408,N/A,72.2543,5.420,1.126,K0III,"rgb(255, 207, 194)",0.36948497503929,-0.7241815870390138,Phe
411,N/A,259.0674,6.260,-0.807,K1II,"rgb(255, 204, 187)",0.3695674069701218,-0.7771702449712226,Phe
406,N/A,76.3359,6.170,1.756,G8III,"rgb(255, 209, 200)",0.37005931072471615,-0.04971727364193875,Cet
420,N/A,277.0083,5.920,-1.292,M0III,"rgb(255, 191, 157)",0.3712670910507117,-1.1234593244024662,Hyi
407,N/A,68.0735,6.180,2.015,F5III,"rgb(255, 225, 249)",0.3734769112901834,0.41035342309785255,Psc
412,N/A,88.1834,4.900,0.173,K2III,"rgb(255, 201, 179)",0.3735902025977224,-0.25479706176564126,Cet
398,N/A,145.1379,6.340,0.531,A0Vnn,"rgb(206, 199, 0)",0.37425007878976846,1.238832736769575,Cas
403,Ruchbah,30.4785,2.660,0.240,A5Vv SB,"rgb(228, 211, 0)",0.37442958727661074,1.0513040155749624,Cas
399,N/A,59.8086,4.720,0.836,K0III,"rgb(255, 207, 193)",0.37495111455926244,1.1890930367365036,Cas
410,N/A,36.0620,6.340,3.555,F7V,"rgb(255, 224, 244)",0.37588250258560074,0.6035296246224637,And
413,N/A,25.2143,5.350,3.342,F2V:var,"rgb(254, 226, 0)",0.3763557431119191,0.33462055599935375,Psc
409,N/A,41.7188,5.980,2.878,F7V,"rgb(255, 223, 242)",0.37660293663985234,0.7584806316386463,And
416,N/A,250.0000,6.420,-0.570,K0IV,"rgb(255, 201, 178)",0.37723455172618414,-0.00696445500072875,Cet
414,N/A,85.5432,5.500,0.839,K1III,"rgb(255, 205, 188)",0.378276597845234,0.33580871260310247,Psc
421,N/A,37.4672,5.510,2.642,F0V,"rgb(246, 222, 0)",0.3789956903799931,-0.22787912278502,Cet
419,N/A,166.1130,6.590,0.488,B9V,"rgb(197, 192, 0)",0.37914020346614985,0.061708625871175,Psc
423,N/A,265.9574,6.570,-0.554,C,"rgb(255, 74, 0)",0.3794705719966181,-0.5679856695343101,Scl
415,N/A,40.7997,6.270,3.217,F7IVsvar,"rgb(255, 225, 249)",0.38006788614639314,0.6000014709721375,And
418,N/A,53.2198,6.420,2.790,Am...,"rgb(245, 221, 0)",0.38154868242457896,0.7173505285309225,And
417,N/A,28.6205,4.830,2.547,F5IV,"rgb(255, 226, 252)",0.3824666059431344,0.7924961915147437,And
425,N/A,118.2033,6.130,0.767,K0,"rgb(255, 198, 172)",0.3829936667574512,-0.1902685001693,Cet
422,N/A,326.7974,6.590,-0.981,A0III,"rgb(203, 197, 0)",0.3830188435312022,0.7039925701787162,And
429,N/A,71.6332,3.410,-0.866,K5II-III,"rgb(255, 191, 159)",0.38556730351000174,-0.7560458063068313,Phe
426,N/A,114.5475,6.220,0.925,K1IIIvar,"rgb(255, 205, 187)",0.38563878884442104,0.13895182260191877,Psc
431,N/A,91.5751,6.590,1.781,A9/F0V,"rgb(244, 220, 0)",0.3871355130424799,-0.5892924794427638,Scl
435,N/A,310.5590,6.250,-1.211,M3III,"rgb(255, 1, 140)",0.390556581538237,-0.8160535057175887,Phe
433,N/A,71.3776,5.110,0.842,A0V,"rgb(214, 203, 0)",0.3909633993154038,-0.37750317840375003,Cet
432,N/A,146.1988,6.010,0.185,A4IV,"rgb(229, 212, 0)",0.39217995797168576,0.32036685900804124,Psc
430,N/A,90.1713,5.270,0.495,K0III,"rgb(255, 208, 197)",0.3931428581495661,0.8204316978264925,And
434,N/A,93.1966,4.840,-0.007,K4III,"rgb(255, 197, 169)",0.39350731916761056,0.1072298953533075,Psc
436,N/A,137.9310,5.920,0.222,K2III,"rgb(255, 198, 172)",0.3943645765336751,-0.45741329261032876,Scl
