id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
197,197,,,,,,0.042154,42.147779,714.2857,-7.69,-8.04,0,8.97,-0.299,K0,0.952,529.550962,5.844246,479.317936,0.00001897,-0.00002642,-0.00002064,0.011035895,0.735617522,-3.72822E-08,-3.8979E-08,,,And,1,197,,114.709662,,,
198,198,225002,,,,,0.042183,15.335173,222.2222,21.03,-7.14,0,8.94,2.206,A0,0.276,214.296966,2.366694,58.770021,0.00000178,0.00002268,-0.00000742,0.011043514,0.267649255,1.01956E-07,-3.46157E-08,,,Peg,1,198,,11.4182619,,,
199,199,225001,,,,,0.042334,16.256565,254.4529,-11.07,5.7,-11,7.24,0.212,A0,0.074,244.264213,2.70727,71.231266,-0.00001262,-0.0000138,0.0000036,0.011082932,0.283730581,-5.36689E-08,2.76344E-08,,,Peg,1,199,,71.64732824,,,
200,200,,,,,,0.042366,-33.992633,258.3979,8.78,16.25,0,10.32,3.259,F2,0.323,214.226969,2.376168,-144.466725,0.00001126,0.00001112,0.00001688,0.011091296,-0.593283361,4.25666E-08,7.87822E-08,,,Scl,1,200,,4.329123745,,10.38,10.26
201,201,225000,,,,,0.042619,18.683407,92.1659,-13.19,17.41,0,8.24,3.417,F5,0.474,87.303608,0.974134,29.5243,-0.00000243,-0.00000592,0.00000737,0.011157573,0.326086962,-6.39469E-08,8.44061E-08,,,Peg,1,201,,3.742829122,,,
202,202,225012,,,,,0.042783,54.552139,689.6552,1.53,-8.82,0,8.62,-0.573,F0,0.303,399.94863,4.479805,561.82321,0.00002396,0.00000538,-0.0000171,0.011200437,0.952114446,7.41765E-09,-4.27606E-08,,,Cas,1,202,,147.6386278,,,
203,203,225005,,,,,0.042819,-15.831251,390.625,22.6,7.37,0,9.18,1.221,K0III,0.981,375.784722,4.212726,-106.564468,0.00000333,0.00004284,0.00001343,0.01120997,-0.276307463,1.09568E-07,3.57308E-08,,,Cet,1,203,,28.28785388,,,
204,204,225017,,,,,0.043012,-43.947929,657.8947,42.05,-6.43,0,8.53,-0.561,K3III,1.274,473.634949,5.333979,-456.581777,-0.00001574,0.00013394,-0.00001476,0.011260623,-0.767036061,2.03864E-07,-3.11735E-08,,,Phe,1,204,,146.0158497,,,
205,205,225014,,,,,0.043043,-5.186651,124.6883,-24.78,-2.83,0,8.54,3.061,F2,0.384,124.169878,1.399296,-11.271892,0.00000001,-0.00001498,-0.0000017,0.011268731,-0.090524141,-1.20137E-07,-1.37202E-08,,,Psc,1,205,,5.19517283,,,
206,206,225013,,,,,0.04312,18.836044,103.9501,-18.5,19.7,0,8.56,3.476,G0,0.436,98.376923,1.11059,33.561449,-0.0000031,-0.00000936,0.0000094,0.0112887,0.328750983,-8.96905E-08,9.55083E-08,,,Peg,1,206,,3.544867445,,,
207,208,225018,,,,,0.043332,-67.634287,293.2551,21.72,-2.68,0,9.41,2.074,G6/G8III,0.967,111.581378,1.266038,-271.194666,-0.00000387,0.00003084,-0.00000145,0.011344327,-1.180441004,1.05302E-07,-1.2993E-08,,,Tuc,1,207,,12.8943662,,9.468,9.368
208,207,225009,9094,,,,0.043357,66.098966,100000,3.32,1.14,-18,5.87,-14.13,G8III,1.073,40513.19831,459.88359,91424.66428,-0.00053094,0.00160352,0.00020708,0.011350757,1.15364459,1.60958E-08,5.52688E-09,,,Cas,1,208,,39084089.58,,6.002,5.812
209,209,225010,,,,,0.044012,66.100399,100000,8.09,9.09,-6.7,7.2,-12.8,A2V,0.085,40510.83204,466.81908,91425.67777,-0.00407643,0.00387509,0.001779,0.011522301,1.153669604,3.92214E-08,4.40696E-08,,,Cas,1,209,,11481536.21,,,
210,210,225015,,,,,0.044143,-8.487955,134.7709,-2.72,-4.67,0,9.05,3.402,G0,0.47,133.285842,1.540394,-19.892386,-0.00000043,-0.00000178,-0.00000302,0.011556558,-0.148142763,-1.31869E-08,-2.26408E-08,,,Cet,1,210,,3.794897062,,,
211,211,,,,,,0.044214,-37.947721,196.0784,13.88,-16.4,0,9.52,3.058,G8,0.832,154.611614,1.789771,-120.576883,-0.00000974,0.00001308,-0.00001229,0.011575242,-0.662312667,6.72921E-08,-7.95094E-08,,,Scl,1,211,,5.209547473,,,
212,212,,,,,,0.044233,-29.075247,193.7984,24.31,1.45,0,10.24,3.803,,0.318,169.365004,1.961406,-94.177855,0.0000004,0.00002284,0.00000119,0.011580276,-0.507458798,1.17858E-07,7.0298E-09,,,Scl,1,212,,2.623010324,,,
213,213,225021,,,,,0.044464,51.472401,143.6782,42.82,-4.99,0,7.7,1.913,G5,1.003,89.489872,1.041877,112.400634,0.00000237,0.00002985,-0.00000216,0.011640777,0.898362863,2.07597E-07,-2.41922E-08,,,Cas,1,213,,14.95546773,,,
214,214,225024,,,,,0.044611,28.542221,265.252,0.01,-0.06,0,8.17,1.052,A3,0.29,232.998774,2.721377,126.739058,0.00000004,0.00000001,-0.00000007,0.01167926,0.498155736,4.84814E-11,-2.90888E-10,,,Peg,1,214,,33.05217169,,,
215,217,225019,,,,,0.044959,82.973202,350.8772,-10.9,-3.07,0,7.29,-0.436,A0,0.118,42.921084,0.505075,348.241776,0.0000054,-0.00001848,-0.00000064,0.011770318,1.448155565,-5.28447E-08,-1.48838E-08,,,Cep,1,215,,130.136763,,,
216,215,,,,,,0.044967,75.036211,458.7156,4.08,7.28,0,9.26,0.952,M2,1.8,118.436071,1.394382,443.160191,-0.00001575,0.00000889,0.00000418,0.011772249,1.30962894,1.97804E-08,3.52944E-08,,,Cep,1,216,,36.24098559,V396,9.304,9.204
217,216,225022,,,,,0.045126,42.920649,258.3979,-11.81,-17.65,0,7.94,0.879,A0,0.016,189.210939,2.235411,175.965048,0.00001523,-0.00001461,-0.00001619,0.011814021,0.749106635,-5.72565E-08,-8.55696E-08,,,And,1,217,,38.76144867,,,
218,218,225033,,,,,0.045312,-57.63367,355.8719,-26.92,-16.14,0,8.42,0.664,G8III,1.005,190.495691,2.259715,-300.584588,-0.00002297,-0.00004672,-0.00001491,0.011862726,-1.005897302,-1.30512E-07,-7.82489E-08,,,Phe,1,218,,47.24980277,,,
219,219,225027,,,,,0.04602,6.0344,98.2318,31.94,-21.4,0,8.56,3.599,F8,0.602,97.680404,1.176923,10.326672,0.00000089,0.00001522,-0.00001013,0.012048127,0.105320155,1.54849E-07,-1.0375E-07,,,Psc,1,219,,3.165191567,,,
220,220,225023,,,,,0.046118,35.815467,176.3668,13.73,-2.33,-2,7.52,1.288,A0,0.18,143.006436,1.726723,103.205714,-0.00000063,0.00001173,-0.00000281,0.012073714,0.625097824,6.65649E-08,-1.12962E-08,,,And,1,220,,26.59500033,,,
221,221,225020,,,,,0.046222,80.282283,148.8095,47.54,17.14,0,7.74,1.877,F2,0.483,25.116334,0.304195,146.67428,-0.0000126,0.00003414,0.00000209,0.012100902,1.401190169,2.3048E-07,8.30971E-08,,,Cep,1,221,,15.45966219,,7.842,7.692
222,222,225043,,,,,0.046298,-40.983229,421.9409,-3.09,-20.43,0,8.85,0.724,K1III,1.113,318.500454,3.86067,-276.724916,-0.00002733,-0.00000665,-0.00003155,0.012120845,-0.715292289,-1.49807E-08,-9.90474E-08,,,Phe,1,222,,44.70951925,,,
223,224,,,,,,0.046417,3.860416,347.2222,3.01,4.28,0,9.01,1.307,K0,1.01,346.408784,4.209772,23.37708,-0.00000055,0.00000506,0.00000719,0.012152015,0.067376962,1.45929E-08,2.075E-08,,,Psc,1,223,,26.13364576,,,
224,223,225028,,,,,0.046437,2.130155,42.6257,62.25,-91.23,0,7.17,4.022,G0,0.617,42.593097,0.517843,1.584382,0.00000054,0.00001287,-0.00001884,0.012157308,0.037178212,3.01797E-07,-4.42296E-07,,,Psc,1,224,,2.143877666,,,
225,225,225039,,,,,0.046674,-15.040543,116.5501,21.33,-4.7,0,9.04,3.707,F3/F5V,0.489,112.548976,1.375344,-30.245039,-0.00000084,0.00001204,-0.00000256,0.012219323,-0.26250699,1.03411E-07,-2.27862E-08,,,Cet,1,225,,2.865497276,,,
226,226,225041,,,,,0.046696,-24.945298,100000,54.29,-17.92,27.3,10.3,-9.7,F0/F2V,0.254,90664.3105,1108.452782,-42175.2793,-0.00395989,0.02627181,-0.00788847,0.012225054,-0.435377585,2.63205E-07,-8.68786E-08,,,Scl,1,226,,660693.448,RU,10.571,9.411
227,227,,,,,,0.046952,80.286579,87.26,48.59,27.27,0,9.86,5.156,,0.442,14.721417,0.181116,86.009038,-0.00001162,0.00002041,0.00000195,0.012292104,1.401265141,2.35571E-07,1.32209E-07,,,Cep,1,227,,0.754397082,,,
228,228,225036,,,,,0.04735,28.251905,100.8065,41.41,5.68,0,7.64,2.623,F8,0.532,88.791103,1.100754,47.716651,-0.00000156,0.00002022,0.00000245,0.012396248,0.49308876,2.00761E-07,2.75374E-08,,,Peg,1,228,,7.776783345,,,
229,229,225034,,,,,0.047599,47.252268,350.8772,18.8,-5.1,-26,8.27,0.544,A0,0.128,238.146854,2.967865,257.666284,-0.00001208,0.00003183,-0.00002542,0.012461307,0.82470766,9.1145E-08,-2.47255E-08,,,And,1,229,,52.77156818,,,
230,230,,,,,,0.047724,30.336542,131.406,67.16,10.79,0,8.44,2.847,F2,0.423,113.404197,1.417007,66.370303,-0.00000401,0.00004274,0.00000593,0.012494085,0.529472541,3.25601E-07,5.23114E-08,,,Peg,1,230,,6.327031549,,,
231,231,225051,,,,,0.04824,-58.781398,284.0909,75.02,-3.02,0,9.58,2.313,F6/F7IV,0.5,147.233898,1.85997,-242.95341,-0.00000486,0.00010326,-0.00000216,0.012629127,-1.025928934,3.63707E-07,-1.46414E-08,,,Tuc,1,231,,10.34665576,,9.648,9.518
232,232,225047,,,,,0.048674,-30.149773,184.5018,20.22,2.81,1.3,8.43,2.1,A0V,0.007,159.52861,2.032977,-92.668268,0.00000218,0.00001811,0.00000151,0.01274283,-0.526212805,9.80293E-08,1.36233E-08,,,Scl,1,232,,12.58925412,,,
233,233,225044,,,,,0.048797,71.358516,336.7003,-6.98,-11.07,0,8.49,0.854,K0,1.18,107.615933,1.374811,319.036068,0.00001726,-0.00001117,-0.00000578,0.012775097,1.245441057,-3.384E-08,-5.36689E-08,,,Cep,1,233,,39.66431879,,,
234,234,,,,,,0.048906,70.238,490.1961,3.83,-3.04,0,9.64,1.188,B8,0.31,165.728492,2.122085,461.32611,0.00000668,0.00000919,-0.00000244,0.012803573,1.225884365,1.85684E-08,-1.47383E-08,,,Cep,1,234,,29.16083799,,,
235,235,,,,,,0.049098,71.36803,294.9853,-1.98,-5.69,0,9.17,1.821,K0,1.222,94.236506,1.211339,279.525206,0.00000775,-0.00000273,-0.0000026,0.012853716,1.24560711,-9.59931E-09,-2.75859E-08,,,Cep,1,235,,16.27796086,,9.232,9.112
236,236,225059,,,,,0.049191,-0.893874,367.6471,19.44,-18.16,0,8.09,0.263,K0,1.26,367.571878,4.733908,-5.735445,-0.00000095,0.00003464,-0.00003236,0.012878153,-0.015601042,9.42478E-08,-8.80422E-08,,,Psc,1,236,,68.35967668,,,
237,237,225049,,,,,0.049284,-39.527412,157.9779,60.22,-37,0,9,3.007,G8IV,0.903,121.841397,1.572237,-100.544611,-0.00001863,0.00004588,-0.00002186,0.012902494,-0.689883492,2.91955E-07,-1.79381E-07,,,Phe,1,237,,5.460092498,,,
238,238,225045,9095,,,,0.049301,-20.045882,61.1621,100.38,78.95,-4,6.25,2.318,F6/F7V,0.526,57.451984,0.741591,-20.964675,0.0000038,0.00002981,0.00002339,0.012907025,-0.349866644,4.86656E-07,3.8276E-07,,,Cet,1,238,,10.29911719,,,
239,239,225058,,,,,0.049546,3.381932,166.113,5.04,-2.17,0,8.56,2.458,F5,0.521,165.809761,2.150847,9.799269,0.00000005,0.00000406,-0.00000174,0.012971046,0.05902585,2.44346E-08,-1.05205E-08,,,Psc,1,239,,9.053155916,,,
240,240,,,,,,0.049582,9.795231,296.7359,-15.69,4.4,0,10.81,3.448,F8,0.565,292.385468,3.795532,50.48293,-0.00000078,-0.00002258,0.00000624,0.012980544,0.170959031,-7.60673E-08,2.13318E-08,,,Psc,1,240,,3.637474856,,,
241,241,225056,,,,,0.050135,9.138279,271.0027,21.34,-7.21,0,8.76,1.595,K0,1.01,267.540066,3.511722,43.040032,0.00000114,0.00002805,-0.00000935,0.013125204,0.159493065,1.03459E-07,-3.49551E-08,,,Psc,1,241,,20.04472027,,,
242,242,225061,,,,,0.050148,-34.743939,142.4501,21.85,45.7,0,7.76,1.992,G8IV,0.967,117.042189,1.536723,-81.183715,0.00001779,0.00001532,0.00002593,0.013128697,-0.606396137,1.05932E-07,2.2156E-07,,,Scl,1,242,,13.90592875,,,
243,243,225062,,,,,0.050224,-60.691901,305.8104,-5.55,-2.53,0,7.82,0.393,K0III,1.041,149.683001,1.96821,-266.666695,-0.00000316,-0.00000827,-0.00000184,0.013148673,-1.059273496,-2.69072E-08,-1.22658E-08,,,Tuc,1,243,,60.64569815,,,
244,244,225054,,,,,0.050591,39.995144,265.252,1.82,-3.26,0,7.9,0.782,F8,0.668,203.191445,2.691385,170.483479,0.00000266,0.00000238,-0.00000321,0.013244764,0.698046955,8.82361E-09,-1.58049E-08,,,And,1,244,,42.38381058,,,
245,245,225060,,,,,0.050916,-7.815517,225.7336,62.16,3.67,0,8.52,1.752,G5,1.036,223.616904,2.980918,-30.696132,-0.00000036,0.00006802,0.00000398,0.013329657,-0.136406504,3.0136E-07,1.77927E-08,,,Cet,1,245,,17.34602628,,,
246,246,,,,,,0.050941,56.733298,55.4939,177.58,46.91,0,9.73,6.009,K3,0.99,30.437747,0.406142,46.399909,-0.00001119,0.00004763,0.00000692,0.013336383,0.990182844,8.60932E-07,2.27426E-07,,,Cas,1,246,,0.343874522,,9.796,9.666
247,247,225057,,,,,0.051029,8.261293,184.1621,-37.8,-49.68,0,9.19,2.864,F0,0.346,182.234803,2.434686,26.461824,0.00000682,-0.00003366,-0.00004389,0.013359382,0.144186757,-1.8326E-07,-2.40855E-07,,,Psc,1,247,,6.228737089,,9.251,9.141
248,248,,,,,,0.051044,8.270683,110.742,-35.94,-49.91,0,8.1,2.878,F0,0.342,109.580445,1.464448,15.930222,0.00000411,-0.00001924,-0.00002652,0.013363357,0.144350655,-1.74242E-07,-2.41971E-07,,,Psc,1,248,,6.148936385,,,
249,249,,,,,,0.051615,31.870083,80.9061,9.9,-8.32,0,8.75,4.21,F8,0.552,68.70303,0.928424,42.718014,0.00000167,0.00000391,-0.00000277,0.013512692,0.55623788,4.79966E-08,-4.03365E-08,,,Peg,1,249,,1.803017741,,,
250,250,225064,,,,,0.05162,52.465128,249.3766,-8.04,-16.48,0,8.14,1.156,K0,0.88,151.917366,2.05311,197.751327,0.00001593,-0.00000951,-0.00001214,0.013514044,0.915689234,-3.8979E-08,-7.98973E-08,,,Cas,1,250,,30.03308879,,,
251,251,225070,,,,,0.051689,-25.261114,100000,-27.86,-26.85,0,8.65,-11.35,K2III,1.349,90428.95823,1223.765627,-42674.41752,-0.00537126,-0.01357967,-0.01177142,0.013532194,-0.440889613,-1.35069E-07,-1.30172E-07,,,Scl,1,251,,3019951.72,,,
252,252,,,,,,0.051975,29.485979,100000,16.56,-1.5,0,10.3,-9.7,K0...,1.082,87039.55878,1184.44022,49221.05554,0.00024865,0.00803194,-0.00063297,0.013607123,0.514627413,8.02851E-08,-7.27221E-09,,,Peg,1,252,,660693.448,,,
253,253,225069,9096,,,,0.052181,-24.145145,203.666,59.32,-3.14,25,6.46,-0.085,K1III,1.176,185.830563,2.53883,-83.309585,0.00002126,0.00005886,-0.00001329,0.01366098,-0.421412286,2.87591E-07,-1.52231E-08,,,Cet,1,253,,94.18895965,,,
254,254,225068,,,,,0.052317,42.747908,162.3377,32.79,-3.84,0,6.73,0.678,A2,0.051,119.201069,1.632794,110.190599,0.0000017,0.00002583,-0.00000222,0.013696457,0.746091737,1.5897E-07,-1.86168E-08,,,And,1,254,,46.64445252,,,
255,255,225076,,,,,0.052977,-24.588258,91.7431,52.44,12.15,0,7.96,3.147,F2/F3V,0.421,83.415941,1.157011,-38.173795,0.00000192,0.00002335,0.00000491,0.013869277,-0.429146063,2.54236E-07,5.89049E-08,,,Cet,1,255,,4.799544249,,,
256,256,236284,,,,,0.053107,54.515774,224.7191,1.26,-28.47,0,9.53,2.772,F0,0.461,130.432066,1.813553,182.983227,0.00002523,0.00000172,-0.000018,0.01390326,0.951479755,6.10865E-09,-1.38026E-07,,,Cas,1,256,,6.779536449,,9.576,9.466
257,257,225077,,,,,0.053537,-31.212384,212.766,18.69,4.06,10.5,8.87,2.23,A0V,0.081,181.950812,2.550422,-110.257916,0.00001108,0.00001943,-0.00000198,0.014016047,-0.544758866,9.06117E-08,1.96834E-08,,,Scl,1,257,,11.16863248,,,
258,258,225073,,,,,0.053698,17.552268,171.5266,58.45,-52.87,0,6.59,0.418,K0,1.122,163.524544,2.299016,51.728256,0.00001257,0.00004878,-0.00004192,0.014058104,0.306344875,2.83374E-07,-2.56321E-07,,,Peg,1,258,,59.26523352,,,
259,259,,,,,,0.053727,48.722294,436.6812,0.05,-18.44,0,8.65,0.449,M0,1.455,288.054151,4.051946,328.175043,0.00002933,0.00000052,-0.00002575,0.014065681,0.85036445,2.42407E-10,-8.93996E-08,,,Cas,1,259,,57.59701813,,,
260,260,225091,,,,,0.054478,-55.40507,166.3894,31.28,7.35,0,9.64,3.534,F2V,0.432,94.46145,1.347427,-136.969528,0.00000452,0.0000253,0.00000337,0.014262335,-0.967000902,1.5165E-07,3.56338E-08,,,Phe,1,260,,3.360469825,,9.703,9.573
