hr,proper,ra,dec,dist,mag,absmag,spect,ci,con
298,NaN,1.067330,52.502161,326.7974,5.990,-1.581,K2,1.447,Cas
297,NaN,1.072084,61.580184,80.7754,5.830,1.294,F6V,0.569,Cas
303,NaN,1.074339,29.658806,44.2870,6.200,2.969,F7IV-V,0.443,Psc
305,NaN,1.076790,39.991110,78.9889,6.770,2.282,F0Vn,0.328,And
302,NaN,1.079665,51.009781,403.2258,6.530,-1.498,B3V,-0.081,Cas
307,NaN,1.081288,5.656262,199.6008,6.030,-0.471,K5III,1.525,Psc
308,NaN,1.084821,14.946133,54.5852,5.640,1.955,F4II-III,0.420,Psc
315,NaN,1.093579,-9.979323,92.9368,6.090,1.249,K0III,1.012,Cet
310,NaN,1.094709,21.473181,84.3170,5.330,0.700,A1Vn,0.003,Psc
311,NaN,1.094919,21.465442,85.9107,5.550,0.880,A0Vn,-0.048,Psc
313,NaN,1.097008,4.908372,40.6339,6.350,3.306,F4V...,0.383,Psc
314,NaN,1.097622,4.909410,42.9553,7.260,4.095,F6V,0.484,Psc
322,NaN,1.101407,-46.718414,100000.0000,3.320,-16.680,G8IIIvar,0.885,Phe
317,NaN,1.101430,-9.839354,180.8318,5.580,-0.706,A1V,0.009,Cet
320,NaN,1.102141,-23.992451,117.3709,6.120,0.772,K1III,1.076,Cet
309,NaN,1.106318,62.761389,64.9351,6.520,2.458,A5Vn,0.214,Cas
323,NaN,1.107380,-35.660665,151.5152,6.610,0.708,A1V,0.137,Scl
319,NaN,1.109341,12.956039,133.3333,6.140,0.515,G8III,0.962,Psc
316,NaN,1.116702,56.934972,99.1080,6.410,1.429,K2III...,1.188,Cas
318,NaN,1.119292,53.498185,512.8205,6.310,-2.240,K0,1.499,Cas
325,NaN,1.120255,-23.996334,68.7758,6.360,2.173,A3III,0.238,Cet
332,NaN,1.121838,-61.775289,93.2836,5.360,0.511,G5III,0.884,Tuc
329,NaN,1.129502,-9.785550,47.1476,5.710,2.343,F7IV,0.446,Cet
331,NaN,1.129957,-41.486916,56.9476,5.210,1.433,A3V,0.159,Phe
328,NaN,1.132544,20.739113,47.3037,5.560,2.186,A3V,0.121,Psc
324,NaN,1.133559,43.942092,58.9623,5.040,1.187,A3m,0.109,And
327,NaN,1.133701,32.012130,41.3907,6.230,3.145,F5IV,0.398,Psc
321,NaN,1.137477,54.920340,7.5540,5.170,5.779,G5Vp,0.704,Cas
330,NaN,1.139500,5.649819,35.2113,5.510,2.777,F0III-IV,0.334,Psc
338,NaN,1.139742,-55.245760,91.5751,3.940,-0.869,B6V + B0V,-0.120,Phe
326,NaN,1.142627,58.263449,184.8429,5.770,-0.564,B8V,-0.019,Cas
334,NaN,1.143164,-10.182264,37.9939,3.460,0.561,K2III,1.161,Cet
285,NaN,1.145613,86.257090,85.9107,4.240,-0.430,K2II-III,1.213,Cep
312,NaN,1.153410,80.011579,135.3180,6.240,0.583,K0,0.922,Cep
335,NaN,1.158368,47.241792,219.7802,4.260,-2.450,B7III,0.012,And
337,Mirach,1.162194,35.620558,60.5327,2.070,-1.840,M0IIIvar,1.576,And
339,NaN,1.163667,19.658408,115.4734,5.570,0.258,G0III,0.697,Psc
350,NaN,1.168715,-57.694419,125.6281,6.410,0.915,G6II/III,0.888,Phe
344,NaN,1.169845,15.673912,165.0165,6.070,-0.018,M0III,1.535,Psc
346,NaN,1.169985,-8.906135,118.6240,6.400,1.029,K0III,1.029,Cet
340,NaN,1.171880,42.081475,52.2739,5.670,2.079,F8V,0.603,And
341,NaN,1.172070,25.457763,120.7729,5.810,0.400,K5III,1.466,Psc
347,NaN,1.175987,2.445670,235.2941,5.970,-0.888,K4III,1.491,Cet
336,NaN,1.177579,68.778621,84.8896,5.320,0.676,A0Vnn,-0.014,Cas
343,NaN,1.185017,55.149901,40.9500,4.340,1.279,A7Vvar,0.170,Cas
349,NaN,1.185213,31.424736,147.2754,5.150,-0.691,F0V,0.261,Psc
348,NaN,1.186189,37.724121,242.1308,5.800,-1.120,B7III-IV,-0.095,And
342,NaN,1.190428,64.202677,124.0695,5.560,0.092,B9.5V,-0.052,Cas
351,NaN,1.190894,21.034650,117.6471,4.660,-0.693,K0III,1.024,Psc
352,NaN,1.194342,30.089638,51.7598,4.510,0.940,K0III-IV...,1.092,Psc
345,NaN,1.194829,65.018854,119.0476,5.570,0.191,B9IV,-0.072,Cas
353,NaN,1.195419,-2.251079,171.8213,5.930,-0.245,K4III,1.403,Cet
333,NaN,1.204601,79.673963,82.8500,5.600,1.009,A3V,0.008,Cep
358,NaN,1.206476,-30.802128,77.9423,6.540,2.081,F5IV,0.468,Scl
355,NaN,1.209465,45.337531,193.7984,6.130,-0.307,M1III,1.652,And
359,NaN,1.212616,-37.856479,69.3963,5.950,1.743,A9IV: (+F/G),0.281,Scl
356,NaN,1.216520,30.064229,116.0093,6.240,0.918,G1V...,0.980,Psc
354,NaN,1.219398,61.706188,201.6129,6.400,-0.123,B9V,0.018,Cas
361,NaN,1.228857,7.575354,53.3049,5.210,1.576,A7IV,0.320,Psc
360,NaN,1.229152,24.583713,136.7989,4.670,-1.010,K0III...,1.047,Psc
362,NaN,1.229240,7.578261,93.9850,6.440,1.575,F7V,0.492,Psc
363,NaN,1.234695,28.529575,408.1633,6.330,-1.724,M2S SB,1.684,Psc
364,NaN,1.235453,16.133479,139.4700,5.970,0.248,B8III,-0.082,Psc
366,NaN,1.240011,-7.922826,23.3863,5.140,3.295,F5V,0.448,Cet
367,NaN,1.245109,6.995136,159.2357,6.040,0.030,G6III:,1.081,Psc
368,NaN,1.246992,-0.973795,42.9185,5.700,2.537,F5V,0.428,Cet
370,NaN,1.253043,-45.531664,15.1149,4.970,4.073,F8V,0.571,Phe
377,NaN,1.262704,-68.875927,20.9556,4.250,2.643,F6IV,0.480,Tuc
365,NaN,1.269972,71.743842,847.4576,5.870,-3.771,K1V,2.042,Cas
306,NaN,1.270176,87.145496,106.9519,6.200,1.054,K2III:,1.114,Cep
371,NaN,1.271922,33.114720,106.7236,6.040,0.899,K1III,1.163,Psc
369,NaN,1.273470,48.082245,374.5318,6.610,-1.257,B9IIIsp...,-0.040,And
357,NaN,1.275281,79.910013,72.6216,6.270,1.965,F5Vs,0.440,Cep
373,NaN,1.276747,-2.500368,80.5802,5.420,0.889,G5III-IVe,0.888,Cet
380,NaN,1.284364,-66.397854,94.2507,6.230,1.359,A0V,0.052,Tuc
372,NaN,1.284739,44.901992,214.1328,6.110,-0.543,K5,1.590,And
374,NaN,1.290033,31.744617,85.1064,6.360,1.710,K0,1.132,Psc
378,NaN,1.296654,3.614466,75.3012,5.130,0.746,A3V,0.071,Psc
376,NaN,1.302818,47.419706,662.2517,6.290,-2.815,K0,1.357,And
379,NaN,1.313058,37.386275,128.5347,6.440,0.895,A5m,0.233,And
383,NaN,1.324443,27.264059,94.4287,4.740,-0.136,A3V,0.032,Psc
385,NaN,1.330082,-0.509029,100.7049,5.870,0.855,A7V...,0.635,Cet
382,NaN,1.334699,58.231611,100000.0000,4.950,-15.050,F0Ia,0.683,Cas
375,NaN,1.338733,77.570682,126.4223,6.310,0.801,G5III...,0.912,Cas
388,NaN,1.341058,-11.238999,112.2334,6.160,0.909,K1III,1.102,Cet
387,NaN,1.342937,-3.246990,137.1742,6.260,0.574,K1III,1.013,Cet
384,NaN,1.351450,64.658131,78.1250,6.330,1.866,A2Vnn,0.113,Cas
389,NaN,1.352047,28.738207,107.4114,5.230,0.075,K5III,1.396,Psc
381,NaN,1.366383,76.238804,76.0456,6.370,1.965,F0IVn,0.283,Cas
390,NaN,1.372337,45.528778,65.7462,4.870,0.781,K0III-IV,1.077,And
394,NaN,1.375134,-19.081208,61.5006,6.350,2.406,F5/F6V,0.493,Cet
393,NaN,1.376342,-0.449673,137.3626,6.500,0.811,K0III:,1.079,Cet
392,NaN,1.376931,1.726332,212.3142,6.210,-0.425,M0III,1.482,Cet
391,NaN,1.389264,58.142994,58.8235,6.360,2.512,F4V,0.457,Cas
397,NaN,1.390264,20.468967,306.7485,5.970,-1.464,K5,1.677,Psc
400,NaN,1.391933,-30.945617,299.4012,5.840,-1.541,M0III,1.612,Scl
396,NaN,1.393735,34.245887,56.6572,6.280,2.514,G8IV,0.829,And
395,NaN,1.394612,37.714943,63.8570,5.600,1.574,A1m,0.276,And
386,NaN,1.396337,78.726056,100000.0000,6.070,-13.930,A0Iab,0.389,Cep
402,NaN,1.400390,-8.183257,34.8918,3.600,0.886,K0III,1.065,Cet
401,NaN,1.400705,-8.007416,67.5219,6.210,2.063,F0V,0.235,Cet
404,NaN,1.405695,-6.914656,46.6418,5.920,2.576,F4V,0.407,Cet
405,NaN,1.411092,-15.660468,118.6240,6.170,0.799,G8III/IV,0.924,Cet
408,NaN,1.411329,-41.492549,72.2543,5.420,1.126,K0III,1.030,Phe
411,NaN,1.411644,-44.528575,259.0674,6.260,-0.807,K1II,1.122,Phe
406,NaN,1.413522,-2.848590,76.3359,6.170,1.756,G8III,0.959,Cet
420,NaN,1.418136,-64.369478,277.0083,5.920,-1.292,M0III,1.561,Hyi
407,NaN,1.426577,23.511519,68.0735,6.180,2.015,F5III,0.447,Psc
412,NaN,1.427009,-14.598796,88.1834,4.900,0.173,K2III,1.231,Cet
398,NaN,1.429530,70.979887,145.1379,6.340,0.531,A0Vnn,-0.011,Cas
403,Ruchbah,1.430216,60.235283,30.4785,2.660,0.240,A5Vv SB,0.160,Cas
399,NaN,1.432208,68.130012,59.8086,4.720,0.836,K0III,1.047,Cas
410,NaN,1.435765,34.579700,36.0620,6.340,3.555,F7V,0.500,And
413,NaN,1.437573,19.172346,25.2143,5.350,3.342,F2V:var,0.395,Psc
409,NaN,1.438517,43.457739,41.7188,5.980,2.878,F7V,0.520,And
416,NaN,1.440930,-0.399034,250.0000,6.420,-0.570,K0IV,1.241,Cet
414,NaN,1.444910,19.240422,85.5432,5.500,0.839,K1III,1.106,Psc
421,NaN,1.447657,-13.056512,37.4672,5.510,2.642,F0V,0.321,Cet
419,NaN,1.448209,3.535644,166.1130,6.590,0.488,B9V,-0.060,Psc
423,NaN,1.449471,-32.543182,265.9574,6.570,-0.554,C,2.450,Scl
415,NaN,1.451752,34.377552,40.7997,6.270,3.217,F7IVsvar,0.453,And
418,NaN,1.457409,41.101158,53.2198,6.420,2.790,Am...,0.311,And
417,NaN,1.460915,45.406687,28.6205,4.830,2.547,F5IV,0.421,And
425,NaN,1.462928,-10.901582,118.2033,6.130,0.767,K0,1.320,Cet
422,NaN,1.463024,40.335803,326.7974,6.590,-0.981,A0III,-0.030,And
429,NaN,1.472759,-43.318234,71.6332,3.410,-0.866,K5II-III,1.542,Phe
426,NaN,1.473032,7.961353,114.5475,6.220,0.925,K1IIIvar,1.114,Psc
431,NaN,1.478749,-33.763972,91.5751,6.590,1.781,A9/F0V,0.303,Scl
435,NaN,1.491816,-46.756422,310.5590,6.250,-1.211,M3III,1.658,Phe
433,NaN,1.493370,-21.629339,71.3776,5.110,0.842,A0V,0.028,Cet
432,NaN,1.498017,18.355669,146.1988,6.010,0.185,A4IV,0.162,Psc
430,NaN,1.501695,47.007274,90.1713,5.270,0.495,K0III,0.999,And
434,NaN,1.503087,6.143820,93.1966,4.840,-0.007,K4III,1.372,Psc
436,NaN,1.506362,-26.207851,137.9310,5.920,0.222,K2III,1.327,Scl
428,NaN,1.514460,66.098087,93.8086,6.150,1.289,A2Vs,0.070,Cas
427,NaN,1.520444,70.264604,28.9771,5.820,3.510,F6V,0.489,Cas
440,NaN,1.520851,-49.072702,43.5730,3.930,0.734,K0III-IV,0.972,Phe
437,NaN,1.524725,15.345823,107.1811,3.620,-1.531,G8III,0.974,Psc
443,NaN,1.527502,-45.575712,104.7120,6.170,1.070,A2V,0.066,Phe
441,NaN,1.528680,-30.283081,102.3541,5.790,0.739,K0III,1.073,Scl
438,NaN,1.535438,34.799962,255.7545,6.390,-0.649,B7IIIMNp...,-0.103,Tri
447,NaN,1.543438,-49.727713,77.5795,6.270,1.821,F4V,0.462,Phe
445,NaN,1.548903,-36.865231,84.3882,5.490,0.859,K1/K2III,1.021,Scl
444,NaN,1.550979,-9.014662,116.8224,6.600,1.262,A0III,-0.040,Cet
439,NaN,1.557142,58.327334,675.6757,5.690,-3.459,K0Ib+...,1.435,Cas
467,NaN,1.560901,-78.504820,124.6883,6.110,0.631,G3IV,0.970,Hyi
448,NaN,1.561899,-7.025341,29.5159,5.750,3.400,G2IV,0.639,Cet
286,NaN,1.563487,89.015639,103.0928,6.460,1.394,A3V,0.107,UMi
442,NaN,1.565528,59.232040,63.8162,4.680,0.655,K0III,0.991,Cas
446,NaN,1.571279,37.237146,143.4720,5.900,0.116,B9IV,-0.067,And
451,NaN,1.577160,-15.676359,59.3824,5.620,1.752,A1V,0.066,Cet
450,NaN,1.580296,18.460512,163.1321,5.900,-0.163,M2III,1.536,Psc
453,NaN,1.580775,-31.892317,114.4165,6.110,0.818,K0/K1III,1.109,Scl
460,NaN,1.587465,-58.139475,40.1929,6.030,3.009,F2V,0.382,Hyi
455,NaN,1.596234,14.661422,476.1905,6.230,-2.159,B9.5III,-0.036,Psc
452,NaN,1.597930,41.076420,120.0480,6.390,0.993,K1III,1.122,And
457,NaN,1.598542,17.433841,58.0720,5.950,2.130,F0IV,0.259,Psc
459,NaN,1.599713,-15.400183,167.5042,5.410,-0.710,K1III,1.226,Cet
462,NaN,1.602361,-29.907317,69.3481,5.690,1.485,F2V,0.335,Scl
454,NaN,1.607557,48.722776,157.2327,6.200,0.217,K1III:,1.237,And
468,NaN,1.612440,-58.270966,228.8330,6.180,-0.618,M3III,1.607,Hyi
458,NaN,1.613299,41.405459,13.4916,4.100,3.450,F8V,0.536,And
463,NaN,1.618310,12.141535,35.0877,5.540,2.814,F0V,0.347,Psc
449,NaN,1.622832,74.300955,277.0083,6.580,-0.632,B9V,0.008,Cas
525,NaN,1.624389,-84.769593,116.6861,5.660,0.325,K0III,0.939,Oct
466,NaN,1.627140,-9.403782,40.3877,6.240,3.209,F7V,0.528,Cet
472,Achernar,1.628556,-57.236757,42.7533,0.450,-2.705,B3Vp,-0.158,Eri
512,NaN,1.631959,-82.974995,27.3823,5.880,3.693,G2V,0.620,Oct
464,NaN,1.633205,48.628213,54.3183,3.590,-0.085,K3III,1.275,And
461,NaN,1.635435,57.977631,534.7594,5.550,-3.091,G5II,1.388,Cas
471,NaN,1.640968,-36.528251,101.8330,5.940,0.901,K0III,1.045,Scl
456,NaN,1.641926,73.040040,140.4494,5.280,-0.458,G8II-IIIvar,0.972,Cas
465,NaN,1.642174,45.399706,160.5136,6.380,0.352,B9pe...,-0.021,And
479,NaN,1.646820,-53.438910,89.5255,7.110,2.350,F5IV/V,0.433,Eri
474,NaN,1.647221,-25.022198,242.7184,6.690,-0.236,B9V,-0.078,Scl
473,NaN,1.647718,-21.275384,77.2798,5.580,1.140,F0V,0.346,Cet
469,NaN,1.655835,44.386165,76.7460,5.010,0.585,G8III...,0.883,And
475,NaN,1.661338,16.405858,120.1923,5.980,0.581,K2III,1.119,Psc
486,NaN,1.663169,-56.196400,7.8223,5.760,6.293,K0V,0.880,Eri
470,NaN,1.670308,53.868278,214.1328,6.350,-0.303,K5III,1.608,Per
477,NaN,1.676337,40.577049,218.3406,4.960,-1.736,B8III,-0.068,And
476,NaN,1.677674,43.297687,69.5894,5.630,1.417,A9IV:,0.214,And
484,NaN,1.688435,25.745712,54.9451,6.200,2.500,F2III,0.459,Psc
516,NaN,1.689256,-79.148200,120.7729,6.330,0.920,G6/G8III,0.947,Hyi
489,NaN,1.690526,5.487613,111.3586,4.450,-0.784,K3III,1.347,Psc
494,NaN,1.690920,-38.132827,41.5800,6.200,3.106,F3/F5IV/V,0.404,Scl
485,NaN,1.694233,30.047120,157.7287,5.970,-0.020,K0III,1.015,Tri
501,NaN,1.694780,-50.038638,133.5113,6.630,1.002,A3V,0.127,Phe
492,NaN,1.695787,-11.324669,39.4477,5.750,2.770,F5V+...,0.443,Cet
483,NaN,1.696383,42.613369,12.7389,4.960,4.434,G2V,0.618,And
505,NaN,1.696655,-60.789339,111.4827,5.700,0.464,K2/K3III,1.264,Hyi
481,NaN,1.700807,61.038239,373.1343,6.690,-1.169,B8IIIp (Si),-0.026,Cas
498,NaN,1.700833,-36.832305,93.1099,5.700,0.855,A0V,-0.010,Scl
490,NaN,1.700968,35.245707,84.2460,5.630,1.002,B9IV-V,-0.059,Tri
497,NaN,1.702389,-32.326970,65.8762,5.250,1.156,K1II/III,1.044,Scl
482,NaN,1.704915,58.627739,598.8024,6.350,-2.536,B8III,-0.027,Cas
478,NaN,1.705688,68.043021,119.1895,5.570,0.189,A0p SiSr,-0.049,Cas
506,NaN,1.708125,-53.740834,17.4338,5.520,4.313,F8V,0.551,Eri
493,NaN,1.708270,20.268504,7.5324,5.240,5.855,K1V,0.836,Psc
500,NaN,1.712086,-3.690200,364.9635,4.980,-2.831,K3II-III,1.378,Cet
480,NaN,1.715493,70.622526,85.1064,5.180,0.530,B9V,-0.022,Cas
488,NaN,1.716200,61.421073,446.4286,6.330,-1.919,B7II,0.013,Cas
495,NaN,1.721242,45.322649,57.7701,6.330,2.521,K2IV,1.020,And
491,NaN,1.722151,60.551332,320.5128,5.780,-1.749,B8IIIn,-0.010,Cas
496,NaN,1.727675,50.688732,220.2643,4.010,-2.705,B2Vpe,-0.098,Per
503,NaN,1.730596,32.192015,129.7017,6.320,0.755,G8III-IV SB,0.879,Tri
507,NaN,1.731888,-4.765514,209.6436,6.200,-0.407,K0,1.537,Cet
509,NaN,1.734479,-15.937480,3.6502,3.490,5.678,G8V,0.727,Cet
499,NaN,1.738317,57.536617,84.9618,6.180,1.534,A3V,0.131,Cas
504,NaN,1.740702,46.139692,192.3077,6.320,-0.100,K5III,1.419,And
502,NaN,1.746156,57.089226,193.4236,6.250,-0.183,A2V,0.062,Cas
508,NaN,1.748841,20.083149,32.5733,6.270,3.706,G5IV,0.720,Psc
510,NaN,1.756564,9.157736,85.6898,4.260,-0.405,K0III,0.942,Psc
514,NaN,1.760763,-25.052610,28.1136,5.290,3.045,F2IV,0.395,Scl
513,NaN,1.766461,-5.733299,168.9189,5.370,-0.768,K4III,1.517,Cet
517,NaN,1.766959,-27.348831,43.4972,6.380,3.188,F2V,0.366,For
519,NaN,1.768320,-50.816256,194.5525,5.490,-0.955,M3III,1.615,Phe
520,NaN,1.768392,-53.522037,62.0347,5.040,1.077,A1V,0.031,Eri
515,NaN,1.776472,17.412696,140.0560,6.550,0.818,A9III,0.256,Psc
524,NaN,1.787972,-41.759926,184.1621,6.180,-0.146,K5/M0III,1.544,Phe
511,NaN,1.795668,63.852501,10.0675,5.630,5.615,K0V,0.804,Cas
550,NaN,1.796291,-80.176311,61.8429,6.050,2.094,F0III,0.338,Hyi
528,NaN,1.796602,-37.159483,157.2327,6.330,0.347,K0III,1.016,For
518,NaN,1.796670,46.229750,58.8582,6.330,2.481,F6V,0.461,And
522,NaN,1.803038,16.955551,84.3882,5.860,1.229,B9.5V,-0.039,Ari
527,NaN,1.807227,3.685447,98.4252,5.910,0.944,G9III,0.970,Psc
521,NaN,1.810808,37.952870,104.6025,5.940,0.842,K0III,0.975,And
523,NaN,1.811550,32.690210,27.8552,5.780,3.555,F8V,0.572,Tri
526,NaN,1.820986,47.896924,127.5510,6.010,0.482,A3V,0.170,Per
532,NaN,1.822059,-31.072463,154.0832,6.350,0.411,K2/K3III,1.222,For
531,NaN,1.826418,-10.686410,23.1857,4.660,2.834,F3III,0.333,Cet
535,NaN,1.830240,-38.402797,27.3523,6.370,4.185,F6V,0.523,For
530,NaN,1.835714,22.275338,179.5332,5.830,-0.441,K1III+...,0.743,Ari
537,NaN,1.838930,-47.816392,151.9757,6.140,0.231,K1IV,0.998,Phe
534,NaN,1.847770,11.043378,42.0168,5.920,2.803,F2Vw,0.302,Ari
541,NaN,1.848459,-50.206138,77.1605,5.940,1.503,A1V,0.154,Phe
529,NaN,1.849198,51.933417,41.6840,5.960,2.860,F5V,0.419,Per
539,NaN,1.857676,-10.335038,72.0461,3.740,-0.548,K2III,1.136,Cet
533,NaN,1.866476,55.147385,396.8254,5.530,-2.463,B1.5V,-0.175,Per
536,NaN,1.869268,50.792794,147.9290,5.700,-0.150,B9p...,-0.067,Per
538,NaN,1.880758,51.474836,129.5337,6.280,0.718,A3V,0.050,Per
547,NaN,1.881142,-16.929250,94.1620,5.780,0.911,F0V,0.260,Cet
544,NaN,1.884696,29.578829,19.4175,3.420,1.979,F6IV,0.488,Tri
543,NaN,1.888152,40.729790,193.4236,5.420,-1.013,K1III,1.311,And
554,NaN,1.889764,-38.594632,111.1111,6.090,0.861,K1/K2III,1.125,For
546,NaN,1.892170,19.293852,50.3018,3.880,0.372,A1p Si,-0.047,Ari
549,NaN,1.892597,3.187536,54.9149,4.610,0.912,K0III SB,0.928,Psc
555,NaN,1.894102,-46.302669,104.8218,4.390,-0.712,M4III SB,1.597,Phe
540,NaN,1.896803,55.597639,70.8215,6.440,2.189,A5m,0.185,Per
558,NaN,1.906122,-42.496950,94.0734,5.120,0.253,A3V,-0.060,Phe
542,NaN,1.906584,63.670101,126.2626,3.350,-2.156,B2pvar,-0.150,Cas
553,Sheratan,1.910668,20.808035,17.9856,2.640,1.365,A5V...,0.165,Ari
551,NaN,1.914938,40.702034,90.2527,6.250,1.473,K2,1.262,And
570,NaN,1.915572,-67.647303,67.0691,4.680,0.547,G5III,0.931,Hyi
552,NaN,1.916015,37.128290,163.6661,6.280,0.210,K0,1.169,And
571,NaN,1.929576,-60.860975,47.4383,6.070,2.689,F0IV/V,0.356,Hyi
593,NaN,1.930642,-78.348548,40.6174,6.150,3.106,F5/F6IV/V,0.448,Hyi
559,NaN,1.930844,23.577322,170.9402,5.760,-0.404,K1III,1.185,Ari
560,NaN,1.931620,1.849982,39.8883,6.010,3.006,F7V+...,0.549,Cet
556,NaN,1.931800,37.277786,282.4859,5.890,-1.365,K5III,1.599,And
566,NaN,1.932564,-51.608896,17.8508,3.690,2.432,G5IV,0.844,Eri
548,NaN,1.933337,68.685242,215.0538,4.970,-1.693,B8III,-0.084,Cas
557,NaN,1.935927,37.251830,96.9932,5.690,0.756,G8III...,1.060,And
565,NaN,1.944499,-22.526785,108.2251,4.920,-0.252,K3III,1.434,Cet
573,NaN,1.949961,-51.766244,26.8673,6.100,3.954,F8V,0.487,Eri
574,NaN,1.952792,-47.385277,76.1035,4.820,0.413,G8III,0.864,Phe
563,NaN,1.955848,17.817532,159.4896,5.090,-0.924,K1p...,0.921,Ari
564,NaN,1.962151,27.804381,140.2525,5.840,0.105,M2III,1.576,Tri
584,NaN,1.964821,-65.424700,169.7793,6.360,0.211,G8II/III,0.906,Hyi
569,NaN,1.965478,23.596061,39.4945,4.790,1.807,F0V,0.290,Ari
562,NaN,1.965657,41.694560,305.8104,6.770,-0.657,B8III,-0.073,And
576,NaN,1.974078,-33.066787,129.7017,6.370,0.805,K0III,1.006,For
561,NaN,1.975896,61.697788,223.7136,6.020,-0.728,B5III,-0.042,Cas
568,NaN,1.975973,49.204352,75.0188,5.700,1.324,K0IV,1.005,Per
591,NaN,1.979451,-61.569859,22.0119,2.860,1.147,F0V,0.290,Hyi
578,NaN,1.990524,12.294876,98.6193,6.090,1.120,A6V,0.186,Ari
577,NaN,1.993244,21.058570,119.9041,5.890,0.496,K0III-IV,1.031,Ari
567,NaN,1.993892,64.621602,75.3012,5.290,0.906,A0Vn,0.002,Cas
588,NaN,1.994118,-42.030532,89.9281,5.570,0.801,K1III,1.052,Phe
600,NaN,1.994750,-66.066558,136.6120,6.090,0.413,K2III,1.176,Hyi
583,NaN,1.996166,-20.824539,180.5054,5.430,-0.852,M0/M1III,1.640,Cet
585,NaN,2.000084,-21.077831,89.7666,3.990,-0.776,K5/M0III,1.554,Cet
582,NaN,2.002544,3.097015,33.5008,5.890,3.265,G2IV,0.610,Psc
587,NaN,2.007451,-8.523873,145.9854,5.430,-0.392,M3III,1.391,Cet
594,NaN,2.020759,-30.001830,90.2527,5.340,0.563,G8III,0.883,For
602,NaN,2.028440,-44.713509,115.0748,5.150,-0.155,K5III,1.471,Phe
575,NaN,2.032644,70.907020,35.2609,4.490,1.754,A3IV,0.164,Cas
595,NaN,2.034117,2.763759,46.1681,3.820,0.498,A2,0.024,Psc
590,NaN,2.038359,54.487541,223.2143,4.990,-1.754,B8III,-0.071,Per
606,NaN,2.041185,-29.665642,147.0588,6.400,0.563,A3III,0.135,For
601,NaN,2.043077,13.476716,206.1856,5.970,-0.601,M2III,1.584,Ari
586,NaN,2.047913,64.901466,83.8926,6.000,1.381,A1Vn,0.029,Cas
572,NaN,2.049177,77.916263,295.8580,6.040,-1.315,K0,1.107,Cep
599,NaN,2.049433,33.284135,120.0480,5.500,0.103,A2V,0.029,Tri
608,NaN,2.049602,-15.305932,109.8901,5.870,0.665,K0II/III,0.966,Cet
589,NaN,2.050052,64.390018,537.6344,5.590,-3.062,B8Ib,0.325,Cas
579,NaN,2.052914,73.850570,118.6240,6.120,0.749,A5III,0.162,Cas
607,NaN,2.053236,0.128507,86.1326,5.420,0.744,A5III,0.146,Cet
580,NaN,2.057268,72.421294,48.1696,3.950,0.536,A2V,-0.002,Cas
605,NaN,2.060927,25.935471,48.7092,5.640,2.202,F8IV,0.537,Ari
611,NaN,2.061247,-4.103516,166.1130,5.610,-0.492,K5Iab:,1.589,Cet
609,NaN,2.061836,18.253238,272.4796,6.240,-0.937,K4III,1.424,Ari
610,NaN,2.063381,-0.340251,110.9878,5.960,0.734,G5V...,0.851,Cet
603,Almaak,2.064984,42.329725,120.4819,2.100,-3.305,B8V,1.370,And
612,NaN,2.074844,-29.296819,113.7656,4.680,-0.600,B9.5p (Si),-0.156,For
598,NaN,2.077749,65.103503,109.5290,6.520,1.322,A0V,0.003,Cas
581,NaN,2.085315,77.281341,33.1565,5.270,2.667,F0Vn,0.345,Cas
592,NaN,2.092103,76.115060,122.6994,5.220,-0.224,G8III,0.954,Cas
614,NaN,2.103406,8.248114,248.1390,6.270,-0.703,M4,1.636,Psc
616,NaN,2.108141,0.035384,184.5018,6.290,-0.040,K0,0.897,Cet
613,NaN,2.109423,22.648317,55.6793,5.030,1.302,A2m,0.121,Ari
615,NaN,2.113676,25.704553,268.8172,6.010,-1.137,B9IV-Vn,-0.030,Ari
617,Hamal,2.119555,23.462423,20.1776,2.010,0.486,K2III,1.151,Ari
620,NaN,2.141454,37.859077,58.6854,4.780,0.937,A5IV-V,0.120,And
619,NaN,2.142655,44.459429,125.9446,6.380,0.879,G8III,0.965,And
618,NaN,2.144606,58.423601,100000.0000,5.660,-14.340,A1Ia,0.595,Per
625,NaN,2.146017,-17.779155,283.2861,6.070,-1.191,M1III,1.661,Cet
632,NaN,2.152584,-43.516596,159.7444,5.840,-0.177,K1III,1.197,Phe
624,NaN,2.156419,17.224196,37.5375,6.400,3.528,F5V,0.471,Ari
623,NaN,2.157036,25.939892,88.4956,4.980,0.245,F2III,0.339,Ari
597,NaN,2.157062,81.295945,70.5716,6.050,1.807,A1V,0.118,Cep
622,NaN,2.159058,34.987297,38.8954,3.000,0.051,A5III,0.140,Tri
630,NaN,2.159668,-24.345785,66.7111,6.480,2.359,F0IV/V,0.289,For
636,NaN,2.168000,-43.815574,111.9821,6.320,1.074,G8III,0.899,Phe
621,NaN,2.168817,53.843091,176.0563,6.310,0.082,G8III,0.948,Per
637,NaN,2.173673,-50.823725,10.7828,6.120,5.956,K0V,0.812,Eri
631,NaN,2.177109,19.500338,171.2329,5.680,-0.488,M3III,1.641,Ari
628,NaN,2.181342,39.039526,139.6648,6.090,0.365,B9V,-0.054,And
629,NaN,2.181575,39.043286,100000.0000,6.820,-13.180,A1Vn,0.081,And
