hr,proper,ra,dec,dist,mag,absmag,spect,ci,con
242,N/A,0.844768,-50.986816,74.2390,5.240,0.887,F2III,"rgb(250, 189, 0)",Phe
233,N/A,0.845442,64.247549,196.0784,5.350,-1.112,A4V comp SB,"rgb(255, 188, 241)",Cas
238,N/A,0.849263,51.508032,67.2948,6.380,2.240,F2IV,"rgb(244, 187, 0)",Cas
237,N/A,0.854551,61.805494,100000.0000,6.040,-13.960,K5Ib,"rgb(255, 30, 46)",Cas
243,N/A,0.855090,3.385020,137.9310,6.390,0.692,K0III,"rgb(255, 174, 191)",Psc
241,N/A,0.859386,51.571427,306.7485,6.220,-1.214,B9.5V,"rgb(215, 172, 0)",Cas
245,N/A,0.864490,-43.709030,95.6023,6.890,1.988,F2/F3V,"rgb(250, 190, 0)",Phe
252,N/A,0.873477,-69.503764,63.2911,6.670,2.663,F7IV/V,"rgb(255, 189, 242)",Tuc
247,N/A,0.877951,-24.005844,171.2329,5.470,-0.698,K1III,"rgb(255, 169, 175)",Cet
246,N/A,0.881493,38.548831,184.8429,6.700,0.366,A2V,"rgb(214, 172, 0)",And
248,N/A,0.883471,-1.144260,179.8561,4.780,-1.495,M0III,"rgb(255, 162, 158)",Cet
244,N/A,0.884511,61.123970,18.7441,4.800,3.436,F8V,"rgb(255, 188, 240)",Cas
251,N/A,0.886793,-24.776876,73.5835,6.440,2.106,F3V,"rgb(255, 191, 250)",Cet
249,N/A,0.891173,37.418209,107.8749,6.070,0.905,K3III:,"rgb(255, 172, 185)",And
257,N/A,0.893839,-62.871352,218.3406,5.730,-0.966,M4III,"rgb(255, 161, 156)",Tuc
250,N/A,0.896547,52.689293,88.4173,6.270,1.537,A5m,"rgb(232, 180, 0)",Cas
255,N/A,0.904887,-8.740662,131.4060,6.150,0.557,G5IV,"rgb(255, 178, 204)",Cet
254,N/A,0.909785,19.188417,108.1081,5.800,0.631,A1Vn,"rgb(205, 168, 0)",Psc
240,N/A,0.914667,83.707435,87.7193,5.590,0.875,A4V,"rgb(223, 176, 0)",Cep
258,N/A,0.916139,23.628335,37.9795,5.460,2.562,K1IV,"rgb(255, 176, 196)",And
253,N/A,0.916715,58.972698,100.7049,4.830,-0.185,K2III,"rgb(255, 170, 180)",Cas
270,N/A,0.916751,-69.527084,68.0272,5.450,1.287,G7III,"rgb(255, 174, 189)",Tuc
256,N/A,0.918114,48.678520,207.4689,6.280,-0.305,M2.5IIIa,"rgb(255, 2, 134)",Cas
259,N/A,0.920742,24.557062,173.9130,6.190,-0.012,M4III,"rgb(255, 162, 158)",Psc
263,N/A,0.928444,-7.347149,184.5018,5.880,-0.450,K5III,"rgb(255, 162, 160)",Cet
268,N/A,0.932093,-27.775839,292.3977,6.110,-1.220,M1/M2III,"rgb(255, 2, 136)",Scl
262,N/A,0.932920,27.209381,77.7605,6.080,1.626,A5IV,"rgb(226, 177, 0)",Psc
267,N/A,0.933747,-11.266526,168.9189,5.350,-0.788,K4III,"rgb(255, 163, 160)",Cet
260,N/A,0.936931,57.996557,198.8072,6.200,-0.292,K3III,"rgb(255, 166, 168)",Cas
265,N/A,0.944432,59.181056,61.2745,4.620,0.684,G8III-IV,"rgb(255, 177, 200)",Cas
264,Cih,0.945143,60.716740,168.3502,2.150,-3.981,B0IV:evar,"rgb(200, 164, 0)",Cas
269,N/A,0.945885,38.499345,39.7772,3.860,0.862,A5V,"rgb(225, 177, 0)",And
266,N/A,0.946377,60.362836,165.0165,5.560,-0.528,B8V,"rgb(198, 163, 0)",Cas
261,N/A,0.948624,68.775657,64.8929,6.390,2.329,F0m,"rgb(252, 190, 0)",Cas
271,N/A,0.953445,23.417648,70.4225,4.400,0.161,G8III-IV,"rgb(255, 178, 202)",And
272,N/A,0.961012,45.839379,134.0483,6.100,0.464,K2III,"rgb(255, 175, 194)",And
274,N/A,0.963931,28.992217,198.8072,5.440,-1.052,G6III,"rgb(255, 174, 190)",Psc
276,N/A,0.965142,13.695865,148.5884,6.300,0.440,G8III,"rgb(255, 179, 206)",Psc
275,N/A,0.970615,33.950885,56.3698,5.990,2.235,K0,"rgb(255, 176, 197)",And
277,N/A,0.971915,21.404495,129.7017,6.470,0.905,A2V,"rgb(221, 175, 0)",Psc
281,N/A,0.972834,-60.696239,171.2329,6.230,0.062,Am,"rgb(222, 175, 0)",Tuc
273,N/A,0.975285,66.351793,107.4114,5.970,0.815,A0III,"rgb(207, 169, 0)",Cas
280,N/A,0.976766,-29.357449,238.0952,4.300,-2.584,B7IIIp,"rgb(182, 153, 0)",Scl
279,N/A,0.978852,-11.379975,98.0392,5.620,0.663,G7III,"rgb(255, 177, 201)",Cet
284,N/A,0.997135,6.483225,332.2259,6.140,-1.467,M2III,"rgb(255, 1, 141)",Psc
282,N/A,1.000988,44.713243,119.0476,5.690,0.311,B9.5Vn,"rgb(207, 169, 0)",And
278,N/A,1.008587,70.982988,109.4092,6.400,1.205,A4IV,"rgb(226, 177, 0)",Cas
288,N/A,1.021740,-38.916527,157.4803,5.590,-0.396,K1III,"rgb(255, 171, 182)",Scl
295,N/A,1.033838,-57.002389,120.6273,6.120,0.713,G8III,"rgb(255, 178, 202)",Phe
287,N/A,1.038463,51.034938,226.2443,6.480,-0.293,A3V,"rgb(224, 177, 0)",Cas
293,N/A,1.040674,-31.552005,71.2251,5.500,1.237,A1/A2IV,"rgb(220, 175, 0)",Scl
304,N/A,1.045250,-65.456102,265.9574,6.250,-0.874,M2III,"rgb(255, 0, 146)",Tuc
291,N/A,1.046971,31.804263,132.9787,5.500,-0.119,B9.5V,"rgb(200, 165, 0)",Psc
299,N/A,1.046997,-46.397311,73.0994,5.390,1.070,G8III,"rgb(255, 179, 205)",Phe
290,N/A,1.048407,41.345157,107.2961,5.950,0.797,A5m,"rgb(229, 179, 0)",And
294,N/A,1.049058,7.890135,55.7414,4.270,0.539,K0III,"rgb(255, 177, 201)",Psc
289,N/A,1.050423,47.376158,96.0615,6.460,1.547,A9V,"rgb(238, 184, 0)",And
296,N/A,1.050705,-4.836601,102.2495,5.400,0.352,K0III-IV,"rgb(255, 173, 188)",Cet
300,N/A,1.054918,-29.525848,130.0390,6.280,0.710,G8IIICN...,"rgb(255, 178, 203)",Scl
292,N/A,1.060280,61.074823,613.4969,5.920,-3.019,F0II,"rgb(255, 189, 243)",Cas
301,N/A,1.063619,1.366846,60.1323,6.060,2.164,F1V,"rgb(241, 185, 0)",Cet
298,N/A,1.067330,52.502161,326.7974,5.990,-1.581,K2,"rgb(255, 164, 164)",Cas
297,N/A,1.072084,61.580184,80.7754,5.830,1.294,F6V,"rgb(255, 187, 237)",Cas
303,N/A,1.074339,29.658806,44.2870,6.200,2.969,F7IV-V,"rgb(255, 191, 250)",Psc
305,N/A,1.076790,39.991110,78.9889,6.770,2.282,F0Vn,"rgb(247, 188, 0)",And
302,N/A,1.079665,51.009781,403.2258,6.530,-1.498,B3V,"rgb(194, 160, 0)",Cas
307,N/A,1.081288,5.656262,199.6008,6.030,-0.471,K5III,"rgb(255, 162, 160)",Psc
308,N/A,1.084821,14.946133,54.5852,5.640,1.955,F4II-III,"rgb(255, 191, 252)",Psc
315,N/A,1.093579,-9.979323,92.9368,6.090,1.249,K0III,"rgb(255, 176, 196)",Cet
310,N/A,1.094709,21.473181,84.3170,5.330,0.700,A1Vn,"rgb(211, 170, 0)",Psc
311,N/A,1.094919,21.465442,85.9107,5.550,0.880,A0Vn,"rgb(199, 164, 0)",Psc
313,N/A,1.097008,4.908372,40.6339,6.350,3.306,F4V...,"rgb(253, 191, 0)",Psc
314,N/A,1.097622,4.909410,42.9553,7.260,4.095,F6V,"rgb(255, 190, 245)",Psc
322,N/A,1.101407,-46.718414,100000.0000,3.320,-16.680,G8IIIvar,"rgb(255, 179, 207)",Phe
317,N/A,1.101430,-9.839354,180.8318,5.580,-0.706,A1V,"rgb(212, 171, 0)",Cet
320,N/A,1.102141,-23.992451,117.3709,6.120,0.772,K1III,"rgb(255, 174, 190)",Cet
309,N/A,1.106318,62.761389,64.9351,6.520,2.458,A5Vn,"rgb(234, 182, 0)",Cas
323,N/A,1.107380,-35.660665,151.5152,6.610,0.708,A1V,"rgb(226, 178, 0)",Scl
319,N/A,1.109341,12.956039,133.3333,6.140,0.515,G8III,"rgb(255, 177, 200)",Psc
316,N/A,1.116702,56.934972,99.1080,6.410,1.429,K2III...,"rgb(255, 171, 182)",Cas
318,N/A,1.119292,53.498185,512.8205,6.310,-2.240,K0,"rgb(255, 163, 160)",Cas
325,N/A,1.120255,-23.996334,68.7758,6.360,2.173,A3III,"rgb(237, 183, 0)",Cet
332,N/A,1.121838,-61.775289,93.2836,5.360,0.511,G5III,"rgb(255, 179, 207)",Tuc
329,N/A,1.129502,-9.785550,47.1476,5.710,2.343,F7IV,"rgb(255, 191, 250)",Cet
331,N/A,1.129957,-41.486916,56.9476,5.210,1.433,A3V,"rgb(228, 179, 0)",Phe
328,N/A,1.132544,20.739113,47.3037,5.560,2.186,A3V,"rgb(224, 177, 0)",Psc
324,N/A,1.133559,43.942092,58.9623,5.040,1.187,A3m,"rgb(223, 176, 0)",And
327,N/A,1.133701,32.012130,41.3907,6.230,3.145,F5IV,"rgb(254, 192, 0)",Psc
321,N/A,1.137477,54.920340,7.5540,5.170,5.779,G5Vp,"rgb(255, 184, 223)",Cas
330,N/A,1.139500,5.649819,35.2113,5.510,2.777,F0III-IV,"rgb(247, 188, 0)",Psc
338,N/A,1.139742,-55.245760,91.5751,3.940,-0.869,B6V + B0V,"rgb(187, 156, 0)",Phe
326,N/A,1.142627,58.263449,184.8429,5.770,-0.564,B8V,"rgb(205, 168, 0)",Cas
334,N/A,1.143164,-10.182264,37.9939,3.460,0.561,K2III,"rgb(255, 172, 184)",Cet
285,N/A,1.145613,86.257090,85.9107,4.240,-0.430,K2II-III,"rgb(255, 170, 180)",Cep
312,N/A,1.153410,80.011579,135.3180,6.240,0.583,K0,"rgb(255, 178, 203)",Cep
335,N/A,1.158368,47.241792,219.7802,4.260,-2.450,B7III,"rgb(212, 171, 0)",And
337,Mirach,1.162194,35.620558,60.5327,2.070,-1.840,M0IIIvar,"rgb(255, 161, 156)",And
339,N/A,1.163667,19.658408,115.4734,5.570,0.258,G0III,"rgb(255, 184, 224)",Psc
350,N/A,1.168715,-57.694419,125.6281,6.410,0.915,G6II/III,"rgb(255, 179, 206)",Phe
344,N/A,1.169845,15.673912,165.0165,6.070,-0.018,M0III,"rgb(255, 162, 159)",Psc
346,N/A,1.169985,-8.906135,118.6240,6.400,1.029,K0III,"rgb(255, 175, 194)",Cet
340,N/A,1.171880,42.081475,52.2739,5.670,2.079,F8V,"rgb(255, 186, 233)",And
341,N/A,1.172070,25.457763,120.7729,5.810,0.400,K5III,"rgb(255, 164, 162)",Psc
347,N/A,1.175987,2.445670,235.2941,5.970,-0.888,K4III,"rgb(255, 163, 161)",Cet
336,N/A,1.177579,68.778621,84.8896,5.320,0.676,A0Vnn,"rgb(206, 168, 0)",Cas
343,N/A,1.185017,55.149901,40.9500,4.340,1.279,A7Vvar,"rgb(230, 179, 0)",Cas
349,N/A,1.185213,31.424736,147.2754,5.150,-0.691,F0V,"rgb(239, 184, 0)",Psc
348,N/A,1.186189,37.724121,242.1308,5.800,-1.120,B7III-IV,"rgb(191, 159, 0)",And
342,N/A,1.190428,64.202677,124.0695,5.560,0.092,B9.5V,"rgb(199, 164, 0)",Cas
351,N/A,1.190894,21.034650,117.6471,4.660,-0.693,K0III,"rgb(255, 175, 195)",Psc
352,N/A,1.194342,30.089638,51.7598,4.510,0.940,K0III-IV...,"rgb(255, 174, 189)",Psc
345,N/A,1.194829,65.018854,119.0476,5.570,0.191,B9IV,"rgb(195, 161, 0)",Cas
353,N/A,1.195419,-2.251079,171.8213,5.930,-0.245,K4III,"rgb(255, 165, 166)",Cet
333,N/A,1.204601,79.673963,82.8500,5.600,1.009,A3V,"rgb(212, 171, 0)",Cep
358,N/A,1.206476,-30.802128,77.9423,6.540,2.081,F5IV,"rgb(255, 190, 247)",Scl
355,N/A,1.209465,45.337531,193.7984,6.130,-0.307,M1III,"rgb(255, 1, 142)",And
359,N/A,1.212616,-37.856479,69.3963,5.950,1.743,A9IV: (+F/G),"rgb(242, 185, 0)",Scl
356,N/A,1.216520,30.064229,116.0093,6.240,0.918,G1V...,"rgb(255, 177, 198)",Psc
354,N/A,1.219398,61.706188,201.6129,6.400,-0.123,B9V,"rgb(213, 171, 0)",Cas
361,N/A,1.228857,7.575354,53.3049,5.210,1.576,A7IV,"rgb(246, 187, 0)",Psc
360,N/A,1.229152,24.583713,136.7989,4.670,-1.010,K0III...,"rgb(255, 175, 193)",Psc
362,N/A,1.229240,7.578261,93.9850,6.440,1.575,F7V,"rgb(255, 189, 245)",Psc
363,N/A,1.234695,28.529575,408.1633,6.330,-1.724,M2S SB,"rgb(255, 2, 133)",Psc
364,N/A,1.235453,16.133479,139.4700,5.970,0.248,B8III,"rgb(193, 160, 0)",Psc
366,N/A,1.240011,-7.922826,23.3863,5.140,3.295,F5V,"rgb(255, 190, 249)",Cet
367,N/A,1.245109,6.995136,159.2357,6.040,0.030,G6III:,"rgb(255, 174, 190)",Psc
368,N/A,1.246992,-0.973795,42.9185,5.700,2.537,F5V,"rgb(255, 191, 251)",Cet
370,N/A,1.253043,-45.531664,15.1149,4.970,4.073,F8V,"rgb(255, 187, 236)",Phe
377,N/A,1.262704,-68.875927,20.9556,4.250,2.643,F6IV,"rgb(255, 190, 246)",Tuc
365,N/A,1.269972,71.743842,847.4576,5.870,-3.771,K1V,"rgb(255, 62, 0)",Cas
306,N/A,1.270176,87.145496,106.9519,6.200,1.054,K2III:,"rgb(255, 173, 187)",Cep
371,N/A,1.271922,33.114720,106.7236,6.040,0.899,K1III,"rgb(255, 172, 184)",Psc
369,N/A,1.273470,48.082245,374.5318,6.610,-1.257,B9IIIsp...,"rgb(201, 165, 0)",And
357,N/A,1.275281,79.910013,72.6216,6.270,1.965,F5Vs,"rgb(255, 191, 250)",Cep
373,N/A,1.276747,-2.500368,80.5802,5.420,0.889,G5III-IVe,"rgb(255, 179, 206)",Cet
380,N/A,1.284364,-66.397854,94.2507,6.230,1.359,A0V,"rgb(217, 173, 0)",Tuc
372,N/A,1.284739,44.901992,214.1328,6.110,-0.543,K5,"rgb(255, 161, 154)",And
374,N/A,1.290033,31.744617,85.1064,6.360,1.710,K0,"rgb(255, 173, 186)",Psc
378,N/A,1.296654,3.614466,75.3012,5.130,0.746,A3V,"rgb(219, 174, 0)",Psc
376,N/A,1.302818,47.419706,662.2517,6.290,-2.815,K0,"rgb(255, 167, 170)",And
379,N/A,1.313058,37.386275,128.5347,6.440,0.895,A5m,"rgb(236, 183, 0)",And
383,N/A,1.324443,27.264059,94.4287,4.740,-0.136,A3V,"rgb(215, 172, 0)",Psc
385,N/A,1.330082,-0.509029,100.7049,5.870,0.855,A7V...,"rgb(255, 186, 230)",Cet
382,N/A,1.334699,58.231611,100000.0000,4.950,-15.050,F0Ia,"rgb(255, 184, 225)",Cas
375,N/A,1.338733,77.570682,126.4223,6.310,0.801,G5III...,"rgb(255, 178, 204)",Cas
388,N/A,1.341058,-11.238999,112.2334,6.160,0.909,K1III,"rgb(255, 173, 188)",Cet
387,N/A,1.342937,-3.246990,137.1742,6.260,0.574,K1III,"rgb(255, 176, 196)",Cet
384,N/A,1.351450,64.658131,78.1250,6.330,1.866,A2Vnn,"rgb(223, 176, 0)",Cas
389,N/A,1.352047,28.738207,107.4114,5.230,0.075,K5III,"rgb(255, 166, 167)",Psc
381,N/A,1.366383,76.238804,76.0456,6.370,1.965,F0IVn,"rgb(242, 185, 0)",Cas
390,N/A,1.372337,45.528778,65.7462,4.870,0.781,K0III-IV,"rgb(255, 174, 190)",And
394,N/A,1.375134,-19.081208,61.5006,6.350,2.406,F5/F6V,"rgb(255, 189, 245)",Cet
393,N/A,1.376342,-0.449673,137.3626,6.500,0.811,K0III:,"rgb(255, 174, 190)",Cet
392,N/A,1.376931,1.726332,212.3142,6.210,-0.425,M0III,"rgb(255, 163, 161)",Cet
391,N/A,1.389264,58.142994,58.8235,6.360,2.512,F4V,"rgb(255, 190, 248)",Cas
397,N/A,1.390264,20.468967,306.7485,5.970,-1.464,K5,"rgb(255, 2, 135)",Psc
400,N/A,1.391933,-30.945617,299.4012,5.840,-1.541,M0III,"rgb(255, 0, 150)",Scl
396,N/A,1.393735,34.245887,56.6572,6.280,2.514,G8IV,"rgb(255, 181, 212)",And
395,N/A,1.394612,37.714943,63.8570,5.600,1.574,A1m,"rgb(241, 185, 0)",And
386,N/A,1.396337,78.726056,100000.0000,6.070,-13.930,A0Iab,"rgb(253, 191, 0)",Cep
402,N/A,1.400390,-8.183257,34.8918,3.600,0.886,K0III,"rgb(255, 174, 191)",Cet
401,N/A,1.400705,-8.007416,67.5219,6.210,2.063,F0V,"rgb(237, 183, 0)",Cet
404,N/A,1.405695,-6.914656,46.6418,5.920,2.576,F4V,"rgb(255, 192, 254)",Cet
405,N/A,1.411092,-15.660468,118.6240,6.170,0.799,G8III/IV,"rgb(255, 178, 203)",Cet
408,N/A,1.411329,-41.492549,72.2543,5.420,1.126,K0III,"rgb(255, 175, 194)",Phe
411,N/A,1.411644,-44.528575,259.0674,6.260,-0.807,K1II,"rgb(255, 173, 187)",Phe
406,N/A,1.413522,-2.848590,76.3359,6.170,1.756,G8III,"rgb(255, 177, 200)",Cet
420,N/A,1.418136,-64.369478,277.0083,5.920,-1.292,M0III,"rgb(255, 161, 157)",Hyi
407,N/A,1.426577,23.511519,68.0735,6.180,2.015,F5III,"rgb(255, 191, 249)",Psc
412,N/A,1.427009,-14.598796,88.1834,4.900,0.173,K2III,"rgb(255, 170, 179)",Cet
398,N/A,1.429530,70.979887,145.1379,6.340,0.531,A0Vnn,"rgb(206, 169, 0)",Cas
403,Ruchbah,1.430216,60.235283,30.4785,2.660,0.240,A5Vv SB,"rgb(228, 179, 0)",Cas
399,N/A,1.432208,68.130012,59.8086,4.720,0.836,K0III,"rgb(255, 175, 193)",Cas
410,N/A,1.435765,34.579700,36.0620,6.340,3.555,F7V,"rgb(255, 189, 244)",And
413,N/A,1.437573,19.172346,25.2143,5.350,3.342,F2V:var,"rgb(254, 191, 0)",Psc
409,N/A,1.438517,43.457739,41.7188,5.980,2.878,F7V,"rgb(255, 189, 242)",And
416,N/A,1.440930,-0.399034,250.0000,6.420,-0.570,K0IV,"rgb(255, 170, 178)",Cet
414,N/A,1.444910,19.240422,85.5432,5.500,0.839,K1III,"rgb(255, 173, 188)",Psc
421,N/A,1.447657,-13.056512,37.4672,5.510,2.642,F0V,"rgb(246, 187, 0)",Cet
419,N/A,1.448209,3.535644,166.1130,6.590,0.488,B9V,"rgb(197, 163, 0)",Psc
423,N/A,1.449471,-32.543182,265.9574,6.570,-0.554,C,"rgb(255, 62, 0)",Scl
415,N/A,1.451752,34.377552,40.7997,6.270,3.217,F7IVsvar,"rgb(255, 190, 249)",And
418,N/A,1.457409,41.101158,53.2198,6.420,2.790,Am...,"rgb(245, 187, 0)",And
417,N/A,1.460915,45.406687,28.6205,4.830,2.547,F5IV,"rgb(255, 191, 252)",And
425,N/A,1.462928,-10.901582,118.2033,6.130,0.767,K0,"rgb(255, 168, 172)",Cet
422,N/A,1.463024,40.335803,326.7974,6.590,-0.981,A0III,"rgb(203, 166, 0)",And
429,N/A,1.472759,-43.318234,71.6332,3.410,-0.866,K5II-III,"rgb(255, 162, 159)",Phe
426,N/A,1.473032,7.961353,114.5475,6.220,0.925,K1IIIvar,"rgb(255, 173, 187)",Psc
431,N/A,1.478749,-33.763972,91.5751,6.590,1.781,A9/F0V,"rgb(244, 186, 0)",Scl
435,N/A,1.491816,-46.756422,310.5590,6.250,-1.211,M3III,"rgb(255, 1, 140)",Phe
433,N/A,1.493370,-21.629339,71.3776,5.110,0.842,A0V,"rgb(214, 172, 0)",Cet
432,N/A,1.498017,18.355669,146.1988,6.010,0.185,A4IV,"rgb(229, 179, 0)",Psc
430,N/A,1.501695,47.007274,90.1713,5.270,0.495,K0III,"rgb(255, 176, 197)",And
434,N/A,1.503087,6.143820,93.1966,4.840,-0.007,K4III,"rgb(255, 166, 169)",Psc
436,N/A,1.506362,-26.207851,137.9310,5.920,0.222,K2III,"rgb(255, 167, 172)",Scl
428,N/A,1.514460,66.098087,93.8086,6.150,1.289,A2Vs,"rgb(219, 174, 0)",Cas
427,N/A,1.520444,70.264604,28.9771,5.820,3.510,F6V,"rgb(255, 189, 245)",Cas
440,N/A,1.520851,-49.072702,43.5730,3.930,0.734,K0III-IV,"rgb(255, 177, 199)",Phe
437,N/A,1.524725,15.345823,107.1811,3.620,-1.531,G8III,"rgb(255, 177, 199)",Psc
443,N/A,1.527502,-45.575712,104.7120,6.170,1.070,A2V,"rgb(218, 174, 0)",Phe
441,N/A,1.528680,-30.283081,102.3541,5.790,0.739,K0III,"rgb(255, 174, 191)",Scl
438,N/A,1.535438,34.799962,255.7545,6.390,-0.649,B7IIIMNp...,"rgb(190, 158, 0)",Tri
447,N/A,1.543438,-49.727713,77.5795,6.270,1.821,F4V,"rgb(255, 190, 248)",Phe
445,N/A,1.548903,-36.865231,84.3882,5.490,0.859,K1/K2III,"rgb(255, 175, 195)",Scl
444,N/A,1.550979,-9.014662,116.8224,6.600,1.262,A0III,"rgb(201, 165, 0)",Cet
439,N/A,1.557142,58.327334,675.6757,5.690,-3.459,K0Ib+...,"rgb(255, 165, 164)",Cas
467,N/A,1.560901,-78.504820,124.6883,6.110,0.631,G3IV,"rgb(255, 177, 199)",Hyi
448,N/A,1.561899,-7.025341,29.5159,5.750,3.400,G2IV,"rgb(255, 185, 230)",Cet
286,N/A,1.563487,89.015639,103.0928,6.460,1.394,A3V,"rgb(223, 176, 0)",UMi
442,N/A,1.565528,59.232040,63.8162,4.680,0.655,K0III,"rgb(255, 176, 197)",Cas
446,N/A,1.571279,37.237146,143.4720,5.900,0.116,B9IV,"rgb(196, 162, 0)",And
451,N/A,1.577160,-15.676359,59.3824,5.620,1.752,A1V,"rgb(218, 174, 0)",Cet
450,N/A,1.580296,18.460512,163.1321,5.900,-0.163,M2III,"rgb(255, 162, 159)",Psc
453,N/A,1.580775,-31.892317,114.4165,6.110,0.818,K0/K1III,"rgb(255, 173, 188)",Scl
460,N/A,1.587465,-58.139475,40.1929,6.030,3.009,F2V,"rgb(253, 191, 0)",Hyi
455,N/A,1.596234,14.661422,476.1905,6.230,-2.159,B9.5III,"rgb(202, 166, 0)",Psc
452,N/A,1.597930,41.076420,120.0480,6.390,0.993,K1III,"rgb(255, 173, 187)",And
457,N/A,1.598542,17.433841,58.0720,5.950,2.130,F0IV,"rgb(239, 184, 0)",Psc
459,N/A,1.599713,-15.400183,167.5042,5.410,-0.710,K1III,"rgb(255, 170, 179)",Cet
462,N/A,1.602361,-29.907317,69.3481,5.690,1.485,F2V,"rgb(247, 188, 0)",Scl
454,N/A,1.607557,48.722776,157.2327,6.200,0.217,K1III:,"rgb(255, 170, 178)",And
468,N/A,1.612440,-58.270966,228.8330,6.180,-0.618,M3III,"rgb(255, 0, 151)",Hyi
458,N/A,1.613299,41.405459,13.4916,4.100,3.450,F8V,"rgb(255, 188, 240)",And
463,N/A,1.618310,12.141535,35.0877,5.540,2.814,F0V,"rgb(249, 189, 0)",Psc
449,N/A,1.622832,74.300955,277.0083,6.580,-0.632,B9V,"rgb(212, 171, 0)",Cas
525,N/A,1.624389,-84.769593,116.6861,5.660,0.325,K0III,"rgb(255, 178, 202)",Oct
466,N/A,1.627140,-9.403782,40.3877,6.240,3.209,F7V,"rgb(255, 188, 241)",Cet
472,Achernar,1.628556,-57.236757,42.7533,0.450,-2.705,B3Vp,"rgb(181, 152, 0)",Eri
512,N/A,1.631959,-82.974995,27.3823,5.880,3.693,G2V,"rgb(255, 186, 232)",Oct
464,N/A,1.633205,48.628213,54.3183,3.590,-0.085,K3III,"rgb(255, 169, 175)",And
461,N/A,1.635435,57.977631,534.7594,5.550,-3.091,G5II,"rgb(255, 166, 167)",Cas
471,N/A,1.640968,-36.528251,101.8330,5.940,0.901,K0III,"rgb(255, 175, 193)",Scl
456,N/A,1.641926,73.040040,140.4494,5.280,-0.458,G8II-IIIvar,"rgb(255, 177, 199)",Cas
465,N/A,1.642174,45.399706,160.5136,6.380,0.352,B9pe...,"rgb(205, 167, 0)",And
479,N/A,1.646820,-53.438910,89.5255,7.110,2.350,F5IV/V,"rgb(255, 191, 251)",Eri
474,N/A,1.647221,-25.022198,242.7184,6.690,-0.236,B9V,"rgb(194, 161, 0)",Scl
473,N/A,1.647718,-21.275384,77.2798,5.580,1.140,F0V,"rgb(249, 189, 0)",Cet
469,N/A,1.655835,44.386165,76.7460,5.010,0.585,G8III...,"rgb(255, 179, 207)",And
475,N/A,1.661338,16.405858,120.1923,5.980,0.581,K2III,"rgb(255, 173, 187)",Psc
486,N/A,1.663169,-56.196400,7.8223,5.760,6.293,K0V,"rgb(255, 179, 207)",Eri
470,N/A,1.670308,53.868278,214.1328,6.350,-0.303,K5III,"rgb(255, 0, 151)",Per
477,N/A,1.676337,40.577049,218.3406,4.960,-1.736,B8III,"rgb(196, 162, 0)",And
476,N/A,1.677674,43.297687,69.5894,5.630,1.417,A9IV:,"rgb(234, 182, 0)",And
484,N/A,1.688435,25.745712,54.9451,6.200,2.500,F2III,"rgb(255, 190, 248)",Psc
516,N/A,1.689256,-79.148200,120.7729,6.330,0.920,G6/G8III,"rgb(255, 177, 201)",Hyi
489,N/A,1.690526,5.487613,111.3586,4.450,-0.784,K3III,"rgb(255, 167, 170)",Psc
494,N/A,1.690920,-38.132827,41.5800,6.200,3.106,F3/F5IV/V,"rgb(255, 192, 254)",Scl
485,N/A,1.694233,30.047120,157.7287,5.970,-0.020,K0III,"rgb(255, 176, 195)",Tri
501,N/A,1.694780,-50.038638,133.5113,6.630,1.002,A3V,"rgb(225, 177, 0)",Phe
492,N/A,1.695787,-11.324669,39.4477,5.750,2.770,F5V+...,"rgb(255, 191, 250)",Cet
483,N/A,1.696383,42.613369,12.7389,4.960,4.434,G2V,"rgb(255, 186, 232)",And
505,N/A,1.696655,-60.789339,111.4827,5.700,0.464,K2/K3III,"rgb(255, 169, 176)",Hyi
481,N/A,1.700807,61.038239,373.1343,6.690,-1.169,B8IIIp (Si),"rgb(204, 167, 0)",Cas
498,N/A,1.700833,-36.832305,93.1099,5.700,0.855,A0V,"rgb(207, 169, 0)",Scl
490,N/A,1.700968,35.245707,84.2460,5.630,1.002,B9IV-V,"rgb(197, 163, 0)",Tri
497,N/A,1.702389,-32.326970,65.8762,5.250,1.156,K1II/III,"rgb(255, 175, 193)",Scl
482,N/A,1.704915,58.627739,598.8024,6.350,-2.536,B8III,"rgb(203, 167, 0)",Cas
478,N/A,1.705688,68.043021,119.1895,5.570,0.189,A0p SiSr,"rgb(199, 164, 0)",Cas
506,N/A,1.708125,-53.740834,17.4338,5.520,4.313,F8V,"rgb(255, 188, 239)",Eri
493,N/A,1.708270,20.268504,7.5324,5.240,5.855,K1V,"rgb(255, 180, 211)",Psc
500,N/A,1.712086,-3.690200,364.9635,4.980,-2.831,K3II-III,"rgb(255, 166, 168)",Cet
480,N/A,1.715493,70.622526,85.1064,5.180,0.530,B9V,"rgb(204, 167, 0)",Cas
488,N/A,1.716200,61.421073,446.4286,6.330,-1.919,B7II,"rgb(213, 171, 0)",Cas
495,N/A,1.721242,45.322649,57.7701,6.330,2.521,K2IV,"rgb(255, 176, 195)",And
491,N/A,1.722151,60.551332,320.5128,5.780,-1.749,B8IIIn,"rgb(207, 169, 0)",Cas
496,N/A,1.727675,50.688732,220.2643,4.010,-2.705,B2Vpe,"rgb(191, 158, 0)",Per
